heading
0.21
0.22
0.22
0.22
0.22
0.22
0.22
0.23
0.23
0.23
0.24
0.24
0.25
0.25
0.26
0.27
0.28
0.29
0.30
0.31
0.32
0.33
0.34
0.35
0.36
0.37
0.38
0.39
0.40
0.41
0.42
0.43
0.44
0.45
0.46
0.47
0.48
0.49
0.51
0.52
0.53
0.54
0.55
0.56
0.57
0.58
0.60
0.61
0.62
0.63
0.64
0.65
0.66
0.67
0.69
0.70
0.71
0.72
0.73
0.74
0.75
0.76
0.77
0.78
0.79
0.80
0.81
0.82
0.83
0.84
0.85
0.86
0.87
0.88
0.89
0.90
0.91
0.92
0.93
0.94
0.95
0.96
0.97
0.98
0.99
1.00
1.01
1.02
1.03
1.04
1.05
1.06
1.07
1.09
1.10
1.11
1.12
1.13
1.14
1.15
1.16
1.17
1.18
1.19
1.21
1.22
1.23
1.24
1.25
1.26
1.27
1.28
1.29
1.30
1.31
1.32
1.33
1.34
1.35
1.37
1.38
1.39
1.40
1.41
1.43
1.44
1.45
1.46
1.47
1.49
1.50
1.51
1.52
1.53
1.55
1.56
1.57
1.59
1.60
1.61
1.63
1.64
1.65
1.67
1.69
1.72
1.74
1.76
1.81
1.86
1.92
1.98
2.04
2.14
2.23
2.33
2.43
2.52
2.65
2.77
2.90
3.02
3.15
3.27
3.40
3.52
3.65
3.75
3.85
3.95
4.05
4.14
4.23
4.32
4.41
4.50
4.60
4.71
4.82
4.92
5.03
5.18
5.32
5.46
5.60
5.76
5.93
6.11
6.28
6.45
6.65
6.86
7.06
7.27
7.47
7.70
7.92
8.15
8.38
8.62
8.86
9.11
9.36
9.61
9.88
10.14
10.40
10.67
10.96
11.24
11.53
11.82
12.10
12.39
12.69
13.00
13.30
13.60
13.93
14.27
14.60
14.93
15.28
15.67
16.04
16.41
16.77
17.19
17.59
17.98
18.38
18.78
