yaw
0.00
0.91
0.91
0.91
0.92
0.92
0.92
0.95
0.95
0.95
0.99
0.99
0.99
1.03
1.03
1.03
1.03
1.06
1.06
1.06
1.10
1.10
1.10
1.13
1.13
1.13
1.15
1.15
1.15
1.18
1.18
1.18
1.18
1.19
1.19
1.19
1.20
1.20
1.20
1.22
1.22
1.22
1.23
1.23
1.23
1.24
1.24
1.24
1.24
1.24
1.24
1.24
1.24
1.24
1.24
1.23
1.23
1.23
1.24
1.24
1.24
1.24
1.25
1.25
1.25
1.25
1.25
1.25
1.27
1.27
1.27
1.29
1.29
1.29
1.33
1.33
1.33
1.33
1.37
1.37
1.37
1.42
1.42
1.42
1.49
1.49
1.49
1.53
1.53
1.53
1.53
1.58
1.58
1.58
1.63
1.63
1.63
1.67
1.67
1.67
1.71
1.71
1.71
1.74
1.74
1.74
1.74
1.69
1.69
1.69
1.76
1.76
1.76
1.83
1.83
1.83
1.85
1.85
1.85
1.74
1.74
1.74
1.74
1.73
1.73
1.73
1.68
1.68
1.68
1.49
1.49
1.49
1.13
1.13
1.13
1.13
0.72
0.72
0.72
0.30
0.30
0.30
0.15
0.15
0.15
0.20
0.20
0.20
0.33
0.33
0.33
0.33
0.38
0.38
0.38
0.30
0.30
0.30
0.14
0.14
0.14
-0.19
-0.19
-0.19
-0.71
-0.71
-0.71
-0.71
-1.33
-1.33
-1.33
-2.02
-2.02
-2.02
-2.69
-2.69
-2.69
-3.22
-3.22
-3.22
-3.27
-3.27
-3.27
-3.27
-2.83
-2.83
-2.83
-2.43
-2.43
-2.43
-2.07
-2.07
-2.07
-1.75
-1.75
-1.75
-1.75
-1.47
-1.47
-1.47
-1.22
-1.22
-1.22
-1.00
-1.00
-1.00
-0.81
-0.81
-0.81
-0.63
-0.63
-0.63
-0.63
-0.49
-0.49
-0.49
-0.35
-0.35
-0.35
-0.22
-0.22
-0.22
-0.09
-0.09
-0.09
0.03
0.03
0.03
0.03
0.15
0.15
0.15
0.24
0.24
0.24
0.34
0.34
0.34
0.42
0.42
0.42
0.46
0.46
0.46
0.46
0.49
0.49
0.49
0.51
0.51
