yaw
0.00
0.31
0.31
0.31
0.32
0.32
0.32
0.34
0.34
0.34
0.35
0.35
0.35
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.33
0.33
0.33
0.35
0.35
0.35
0.36
0.36
0.36
0.38
0.38
0.38
0.38
0.39
0.39
0.39
0.41
0.41
0.41
0.43
0.43
0.43
0.42
0.42
0.42
0.42
0.42
0.42
0.42
0.42
0.42
0.42
0.42
0.42
0.42
0.43
0.43
0.43
0.45
0.45
0.45
0.47
0.47
0.47
0.47
0.48
0.48
0.48
0.49
0.49
0.49
0.49
0.49
0.49
0.50
0.50
0.50
0.50
0.51
0.51
0.51
0.53
0.53
0.53
0.57
0.57
0.57
0.61
0.61
0.61
0.64
0.64
0.64
0.64
0.65
0.65
0.65
0.67
0.67
0.67
0.69
0.69
0.69
0.71
0.71
0.71
0.71
0.72
0.72
0.72
0.82
0.82
0.82
0.95
0.95
0.95
1.08
1.08
1.08
1.23
1.23
1.23
1.23
1.35
1.35
1.35
1.46
1.46
1.46
1.54
1.54
1.54
1.75
1.75
1.75
2.15
2.15
2.15
2.15
2.59
2.59
2.59
2.97
2.97
2.97
3.20
3.20
3.20
3.30
3.30
3.30
3.33
3.33
3.33
3.33
3.33
3.33
3.33
3.24
3.24
3.24
3.18
3.18
3.18
3.12
3.12
3.12
3.16
3.16
3.16
3.16
3.23
3.23
3.23
3.37
3.37
3.37
3.67
3.67
3.67
4.05
4.05
4.05
4.05
4.48
4.48
4.48
4.88
4.88
4.88
5.35
5.35
5.35
5.80
5.80
5.80
6.23
6.23
6.23
6.23
6.69
6.69
6.69
7.11
7.11
7.11
7.09
7.09
7.09
6.46
6.46
6.46
5.88
5.88
5.88
5.88
5.35
5.35
5.35
4.89
4.89
4.89
4.46
4.46
4.46
4.09
4.09
4.09
4.09
3.75
3.75
3.75
3.45
3.45
3.45
3.19
3.19
3.19
2.95
2.95
2.95
2.76
2.76
2.76
2.76
2.59
2.59
2.59
2.44
2.44
