x, y, theta, left_speed, right_speed, left_bump, right_bump
16.13,0.07,0.00,0.17,0.17,0.27,0.12
32.55,0.13,0.01,0.25,0.25,0.14,0.02
50.64,0.12,0.00,0.38,0.41,0.11,0.03
67.62,0.23,0.01,0.35,0.36,0.10,0.04
83.33,0.46,0.02,0.29,0.29,0.10,0.07
98.06,0.70,0.02,0.28,0.29,0.07,0.06
113.91,0.91,0.01,0.28,0.28,0.09,0.08
130.46,1.07,0.01,0.31,0.28,0.07,0.08
146.31,1.14,0.00,0.32,0.30,0.09,0.10
162.59,1.21,0.00,0.32,0.32,0.10,0.10
179.28,1.22,-0.00,0.31,0.31,0.09,0.11
195.70,1.22,-0.00,0.33,0.32,0.08,0.10
212.81,1.12,-0.01,0.35,0.33,0.09,0.09
229.93,0.95,-0.01,0.31,0.31,0.07,0.08
247.74,0.74,-0.01,0.29,0.29,0.09,0.09
265.14,0.56,-0.01,0.69,0.71,0.07,0.07
281.41,0.51,-0.00,0.36,0.39,0.03,0.01
297.12,0.48,-0.00,0.64,0.66,0.09,0.07
313.25,0.47,-0.00,0.39,0.39,0.09,0.06
329.81,0.42,-0.00,0.39,0.39,0.07,0.04
345.38,0.39,-0.00,0.36,0.37,0.07,0.07
361.93,0.45,0.01,0.34,0.36,0.05,0.06
377.23,0.57,0.01,0.36,0.39,0.05,0.06
391.95,0.75,0.01,0.34,0.36,0.05,0.08
407.39,0.93,0.01,0.37,0.36,0.05,0.10
422.40,1.00,0.00,0.25,0.24,0.05,0.08
437.13,1.02,-0.00,0.36,0.36,0.03,0.07
455.50,0.99,-0.00,0.29,0.29,0.05,0.07
473.74,0.98,0.00,0.27,0.27,0.07,0.08
490.44,1.07,0.01,0.38,0.38,0.09,0.07
507.41,1.16,0.00,0.23,0.23,0.09,0.08
523.54,1.21,-0.00,0.31,0.31,0.09,0.06
540.94,1.23,-0.00,0.25,0.26,0.11,0.10
556.79,1.31,0.01,0.33,0.34,0.05,0.04
572.64,1.47,0.01,0.31,0.31,0.06,0.08
588.07,1.68,0.02,0.28,0.31,0.05,0.07
603.22,1.96,0.01,0.27,0.27,0.07,0.07
619.07,2.20,0.02,0.20,0.20,0.05,0.05
635.35,2.42,0.01,0.30,0.30,0.06,0.05
650.64,2.52,-0.00,0.25,0.25,0.09,0.06
665.93,2.44,-0.01,0.27,0.24,0.09,0.03
681.36,2.26,-0.01,0.23,0.23,0.10,0.02
696.23,2.11,-0.01,0.18,0.19,0.11,0.04
712.64,1.89,-0.01,0.21,0.20,0.12,0.05
729.33,1.64,-0.02,0.29,0.29,0.11,0.02
746.45,1.37,-0.02,0.17,0.19,0.11,0.04
761.45,1.13,-0.01,0.24,0.27,0.10,0.04
778.15,0.96,-0.01,0.20,0.22,0.10,0.04
794.28,0.84,-0.01,0.25,0.24,0.11,0.07
811.40,0.72,-0.01,0.18,0.18,0.14,0.09
827.25,0.50,-0.02,0.17,0.15,0.13,0.08
843.24,0.18,-0.02,0.17,0.17,0.18,0.10
859.23,-0.16,-0.02,0.20,0.20,0.15,0.08
875.21,-0.53,-0.02,0.19,0.19,0.14,0.06
891.63,-0.88,-0.02,0.36,0.35,0.12,0.03
907.33,-1.18,-0.02,0.24,0.24,0.12,0.05
922.20,-1.43,-0.02,0.19,0.20,0.12,0.05
937.35,-1.69,-0.02,0.20,0.18,0.11,0.03
953.06,-1.97,-0.02,0.22,0.22,0.11,0.03
969.33,-2.24,-0.01,0.17,0.19,0.08,0.02
985.33,-2.43,-0.01,0.22,0.20,0.10,0.04
1000.76,-2.60,-0.01,0.17,0.17,0.11,0.05
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
