yaw
0.00
-1.08
-1.08
-1.08
-1.07
-1.07
-1.07
-1.06
-1.06
-1.06
-1.06
-1.06
-1.06
-1.05
-1.05
-1.05
-1.05
-1.05
-1.05
-1.05
-1.04
-1.04
-1.04
-1.03
-1.03
-1.03
-1.02
-1.02
-1.02
-1.00
-1.00
-1.00
-1.00
-0.99
-0.99
-0.99
-0.98
-0.98
-0.98
-0.96
-0.96
-0.96
-0.94
-0.94
-0.94
-0.91
-0.91
-0.91
-0.91
-0.89
-0.89
-0.89
-0.85
-0.85
-0.85
-0.81
-0.81
-0.81
-0.77
-0.77
-0.77
-0.73
-0.73
-0.73
-0.73
-0.69
-0.69
-0.69
-0.64
-0.64
-0.64
-0.60
-0.60
-0.60
-0.56
-0.56
-0.56
-0.56
-0.52
-0.52
-0.52
-0.48
-0.48
-0.48
-0.44
-0.44
-0.44
-0.41
-0.41
-0.41
-0.35
-0.35
-0.35
-0.35
-0.30
-0.30
-0.30
-0.26
-0.26
-0.26
-0.21
-0.21
-0.21
-0.17
-0.17
-0.17
-0.17
-0.13
-0.13
-0.13
-0.07
-0.07
-0.07
-0.00
-0.00
-0.00
-0.03
-0.03
-0.03
-0.11
-0.11
-0.11
-0.11
-0.10
-0.10
-0.10
-0.12
-0.12
-0.12
-0.19
-0.19
-0.19
-0.33
-0.33
-0.33
-0.46
-0.46
-0.46
-0.46
-0.59
-0.59
-0.59
-0.75
-0.75
-0.75
-1.01
-1.01
-1.01
-1.38
-1.38
-1.38
-1.74
-1.74
-1.74
-1.74
-2.13
-2.13
-2.13
-2.54
-2.54
-2.54
-2.91
-2.91
-2.91
-3.22
-3.22
-3.22
-3.49
-3.49
-3.49
-3.49
-3.75
-3.75
-3.75
-4.01
-4.01
-4.01
-4.19
-4.19
-4.19
-4.21
-4.21
-4.21
-4.21
-4.14
-4.14
-4.14
-4.03
-4.03
-4.03
-3.87
-3.87
-3.87
-3.74
-3.74
-3.74
-3.67
-3.67
-3.67
-3.67
-3.66
-3.66
-3.66
-3.72
-3.72
-3.72
-3.84
-3.84
-3.84
-3.99
-3.99
-3.99
-4.17
-4.17
-4.17
-4.17
-4.38
-4.38
-4.38
-4.44
-4.44
-4.44
-4.56
-4.56
-4.56
-4.68
-4.68
-4.68
-4.68
-4.79
-4.79
-4.79
-4.88
-4.88
-4.88
-4.96
-4.96
-4.96
-5.01
-5.01
-5.01
-5.04
-5.04
-5.04
-5.04
-5.07
-5.07
-5.07
-5.09
-5.09
