x, y, theta, left_speed, right_speed, left_bump, right_bump
15.56,0.55,0.04,0.13,0.14,0.10,0.07
31.96,1.34,0.05,0.17,0.17,0.11,0.08
48.63,2.25,0.06,0.20,0.22,0.09,0.06
63.33,3.19,0.07,0.20,0.22,0.10,0.07
78.99,4.36,0.08,0.25,0.28,0.09,0.05
93.68,5.57,0.08,0.28,0.26,0.08,0.05
108.78,6.81,0.09,0.24,0.25,0.09,0.06
125.39,8.39,0.11,0.22,0.25,0.06,0.04
140.99,10.28,0.14,0.24,0.27,0.06,0.05
157.50,12.78,0.16,0.22,0.25,0.06,0.08
174.79,15.69,0.17,0.34,0.34,0.04,0.07
192.91,18.78,0.17,0.27,0.27,0.03,0.08
210.60,21.85,0.17,0.41,0.40,0.04,0.09
228.44,24.89,0.17,0.36,0.34,0.03,0.09
243.38,27.42,0.16,0.37,0.36,0.02,0.05
259.72,30.05,0.15,0.48,0.45,0.02,0.07
275.95,32.52,0.15,0.36,0.34,0.03,0.08
291.36,34.74,0.14,0.34,0.31,0.03,0.08
307.35,36.87,0.13,0.54,0.51,0.01,0.06
322.67,38.78,0.12,0.32,0.32,0.01,0.05
337.99,40.60,0.11,0.34,0.31,0.03,0.06
353.61,42.33,0.11,0.34,0.32,0.05,0.09
369.24,43.90,0.09,0.34,0.32,0.02,0.06
385.59,45.34,0.08,0.32,0.30,0.01,0.06
401.26,46.54,0.07,0.34,0.32,0.03,0.07
416.79,47.59,0.06,0.34,0.33,0.03,0.06
432.20,48.52,0.05,0.34,0.31,0.03,0.08
447.75,49.33,0.05,0.34,0.32,0.05,0.07
462.75,49.93,0.03,0.34,0.29,0.03,0.05
480.70,50.41,0.02,0.37,0.36,0.02,0.05
498.23,50.68,0.01,0.32,0.31,0.04,0.07
515.77,50.77,0.00,0.34,0.34,0.02,0.04
534.43,50.73,-0.01,0.31,0.29,0.03,0.05
551.68,50.53,-0.02,0.37,0.35,0.04,0.04
569.21,50.18,-0.03,0.34,0.34,0.03,0.03
586.74,49.64,-0.04,0.21,0.21,0.05,0.06
601.46,49.10,-0.04,0.36,0.34,0.04,0.05
619.96,48.33,-0.05,0.29,0.29,0.05,0.04
636.92,47.57,-0.05,0.35,0.36,0.04,0.03
653.88,46.75,-0.05,0.31,0.29,0.06,0.05
670.97,45.81,-0.06,0.34,0.34,0.06,0.04
689.03,44.76,-0.06,0.29,0.31,0.05,0.02
706.26,43.70,-0.06,0.38,0.40,0.04,0.01
723.76,42.71,-0.05,0.34,0.34,0.05,0.02
741.55,41.75,-0.05,0.34,0.36,0.07,0.04
759.63,40.81,-0.05,0.29,0.29,0.08,0.04
774.34,40.05,-0.05,0.29,0.31,0.08,0.05
791.71,39.19,-0.05,0.39,0.40,0.07,0.02
809.65,38.41,-0.04,0.34,0.34,0.08,0.03
827.74,37.77,-0.03,0.34,0.36,0.07,0.03
845.97,37.29,-0.02,0.29,0.31,0.07,0.00
860.98,37.02,-0.01,0.31,0.32,0.07,0.01
876.27,36.83,-0.01,0.49,0.51,0.06,0.00
891.00,36.74,-0.00,0.29,0.32,0.06,0.00
908.81,36.89,0.02,0.38,0.41,0.08,0.02
926.63,37.28,0.03,0.24,0.26,0.07,0.02
941.35,37.82,0.04,0.34,0.36,0.08,0.03
956.34,38.52,0.05,0.34,0.36,0.05,0.01
974.55,39.58,0.06,0.34,0.36,0.04,0.00
989.66,40.63,0.08,0.36,0.39,0.03,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
