x, y, theta, left_speed, right_speed, left_bump, right_bump
15.99,0.42,0.03,0.14,0.14,0.13,0.16
32.12,0.74,0.01,0.20,0.19,0.11,0.14
48.95,0.81,-0.00,0.25,0.23,0.15,0.14
63.68,0.70,-0.01,0.24,0.24,0.19,0.20
78.41,0.57,-0.01,0.32,0.30,0.12,0.12
95.81,0.41,-0.01,0.26,0.26,0.13,0.11
112.08,0.06,-0.04,0.28,0.24,0.17,0.09
128.05,-0.59,-0.04,0.37,0.35,0.18,0.08
145.58,-1.32,-0.04,0.34,0.34,0.18,0.08
161.84,-1.92,-0.03,0.30,0.31,0.15,0.05
177.12,-2.29,-0.02,0.24,0.25,0.19,0.03
192.13,-2.54,-0.01,0.30,0.32,0.15,0.05
209.53,-2.69,-0.01,0.48,0.47,0.11,0.04
225.10,-2.78,0.00,0.24,0.27,0.19,0.07
240.39,-2.63,0.02,0.25,0.27,0.13,0.06
256.10,-2.19,0.05,0.28,0.34,0.10,0.07
272.06,-1.27,0.08,0.28,0.34,0.08,0.09
288.54,0.27,0.11,0.24,0.28,0.06,0.14
304.28,2.17,0.13,0.30,0.34,0.06,0.13
320.13,4.34,0.14,0.23,0.23,0.07,0.14
336.80,6.65,0.14,0.31,0.31,0.06,0.17
354.32,9.02,0.13,0.29,0.27,0.06,0.16
371.17,11.07,0.12,0.37,0.35,0.05,0.14
388.60,13.02,0.11,0.36,0.34,0.05,0.14
406.05,14.76,0.09,0.59,0.56,0.06,0.13
424.64,16.32,0.07,0.31,0.28,0.04,0.15
442.27,17.53,0.05,0.36,0.33,0.05,0.14
460.21,18.37,0.04,0.34,0.29,0.05,0.15
477.74,18.88,0.02,0.36,0.31,0.11,0.16
495.83,19.10,0.00,0.48,0.46,0.12,0.15
512.39,19.05,-0.01,0.35,0.34,0.10,0.13
528.52,18.81,-0.03,0.29,0.26,0.14,0.17
544.65,18.35,-0.04,0.33,0.33,0.17,0.18
562.59,17.62,-0.05,0.61,0.53,0.13,0.16
578.56,16.77,-0.05,0.30,0.30,0.11,0.14
594.80,15.78,-0.07,0.23,0.21,0.13,0.14
609.90,14.56,-0.09,0.37,0.33,0.16,0.20
625.27,13.12,-0.11,0.31,0.28,0.13,0.16
641.43,11.25,-0.13,0.33,0.30,0.12,0.11
658.82,8.98,-0.14,0.24,0.24,0.12,0.12
677.30,6.42,-0.15,0.31,0.29,0.10,0.12
694.23,3.90,-0.15,0.37,0.35,0.12,0.13
709.76,1.50,-0.16,0.27,0.27,0.13,0.13
728.04,-1.48,-0.16,0.29,0.27,0.15,0.13
744.78,-4.28,-0.17,0.40,0.40,0.12,0.10
761.51,-7.13,-0.17,0.31,0.31,0.16,0.14
777.28,-9.84,-0.17,0.33,0.33,0.17,0.14
794.84,-12.83,-0.17,0.24,0.24,0.17,0.14
811.30,-15.63,-0.17,0.38,0.40,0.19,0.21
827.76,-18.42,-0.17,0.33,0.33,0.16,0.16
843.94,-21.17,-0.17,0.28,0.28,0.17,0.16
860.81,-24.07,-0.17,0.23,0.24,0.19,0.16
877.12,-26.88,-0.17,0.40,0.40,0.22,0.17
893.43,-29.72,-0.17,0.37,0.35,0.23,0.19
909.74,-32.56,-0.17,0.33,0.33,0.22,0.19
927.02,-35.53,-0.17,0.25,0.27,0.22,0.21
943.63,-38.29,-0.16,0.38,0.40,0.19,0.18
960.39,-40.99,-0.16,0.25,0.26,0.18,0.17
976.88,-43.54,-0.15,0.33,0.35,0.12,0.15
991.60,-45.70,-0.14,0.35,0.36,0.15,0.14
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
