x, y, theta, left_speed, right_speed, left_bump, right_bump
15.14,0.50,0.05,0.09,0.09,0.10,0.08
29.85,1.25,0.05,0.17,0.17,0.10,0.08
44.70,2.13,0.06,0.19,0.18,0.08,0.05
60.66,3.16,0.07,0.22,0.23,0.08,0.06
75.77,4.25,0.07,0.24,0.24,0.07,0.06
92.00,5.46,0.07,0.28,0.26,0.07,0.07
106.83,6.49,0.07,0.24,0.25,0.09,0.09
121.53,7.49,0.06,0.40,0.40,0.05,0.05
138.47,8.60,0.07,0.28,0.28,0.06,0.05
153.86,9.65,0.07,0.23,0.25,0.05,0.05
168.84,10.67,0.07,0.23,0.25,0.07,0.05
185.21,11.81,0.07,0.31,0.31,0.06,0.06
202.29,12.97,0.07,0.34,0.34,0.04,0.03
217.55,13.99,0.06,0.34,0.34,0.04,0.06
232.39,14.94,0.06,0.34,0.34,0.05,0.07
250.45,16.08,0.06,0.34,0.36,0.03,0.04
265.15,16.97,0.06,0.31,0.33,0.03,0.05
284.06,18.05,0.05,0.29,0.29,0.03,0.05
298.91,18.83,0.05,0.31,0.31,0.03,0.04
314.47,19.55,0.05,0.36,0.36,0.03,0.05
329.74,20.20,0.04,0.67,0.65,0.02,0.04
345.17,20.73,0.04,0.38,0.36,0.03,0.06
360.17,21.22,0.03,0.65,0.65,0.04,0.06
375.74,21.66,0.02,0.67,0.63,0.03,0.05
391.44,21.95,0.02,0.67,0.65,0.03,0.07
407.02,22.15,0.01,0.68,0.65,0.02,0.06
422.59,22.28,0.00,0.67,0.63,-0.01,0.02
441.10,22.26,-0.00,0.26,0.27,0.01,0.04
458.50,22.16,-0.01,0.43,0.40,0.04,0.05
475.47,21.92,-0.02,0.26,0.25,0.03,0.03
492.45,21.60,-0.02,0.31,0.29,0.05,0.05
511.10,21.11,-0.03,0.26,0.26,0.04,0.05
528.48,20.57,-0.03,0.40,0.38,0.03,0.03
543.21,20.09,-0.04,0.43,0.43,0.04,0.04
558.07,19.57,-0.04,0.43,0.43,0.05,0.04
575.73,18.94,-0.04,0.34,0.34,0.03,0.04
593.54,18.22,-0.05,0.62,0.62,0.04,0.03
611.47,17.39,-0.05,0.24,0.24,0.02,0.01
627.45,16.61,-0.05,0.23,0.22,0.05,0.02
643.56,15.79,-0.05,0.23,0.23,0.07,0.03
659.53,15.02,-0.05,0.30,0.33,0.07,0.02
677.19,14.22,-0.04,0.24,0.25,0.07,0.04
693.59,13.55,-0.04,0.38,0.38,0.05,0.01
709.99,12.93,-0.04,0.31,0.33,0.07,0.03
726.26,12.44,-0.02,0.55,0.58,0.08,0.04
744.07,12.09,-0.01,0.24,0.26,0.05,-0.00
761.19,11.91,-0.01,0.24,0.26,0.07,0.01
778.44,11.94,0.01,0.34,0.36,0.07,0.02
793.31,12.14,0.02,0.34,0.36,0.05,0.02
808.18,12.41,0.03,0.34,0.37,0.07,0.02
822.90,12.87,0.04,0.37,0.40,0.04,0.03
838.04,13.53,0.05,0.26,0.28,0.04,0.04
852.75,14.35,0.06,0.26,0.27,0.02,0.04
870.39,15.51,0.07,0.34,0.35,0.04,0.07
885.36,16.56,0.07,0.34,0.34,0.03,0.08
900.33,17.62,0.07,0.61,0.63,0.01,0.05
915.17,18.63,0.07,0.67,0.63,0.02,0.07
930.29,19.64,0.07,0.36,0.36,0.02,0.05
945.13,20.62,0.07,0.35,0.35,0.03,0.07
964.02,21.87,0.06,0.28,0.26,0.03,0.06
981.11,22.94,0.06,0.40,0.40,0.03,0.06
998.19,23.90,0.05,0.34,0.31,0.04,0.06
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
