yaw
0.00
1.42
1.42
1.42
1.45
1.45
1.45
1.48
1.48
1.48
1.51
1.51
1.51
1.55
1.55
1.55
1.55
1.59
1.59
1.59
1.62
1.62
1.62
1.65
1.65
1.65
1.69
1.69
1.69
1.73
1.73
1.73
1.73
1.77
1.77
1.77
1.81
1.81
1.81
1.86
1.86
1.86
1.90
1.90
1.90
1.95
1.95
1.95
1.95
1.99
1.99
1.99
2.05
2.05
2.05
2.11
2.11
2.11
2.17
2.17
2.17
2.23
2.23
2.23
2.23
2.29
2.29
2.29
2.36
2.36
2.36
2.42
2.42
2.42
2.48
2.48
2.48
2.48
2.55
2.55
2.55
2.61
2.61
2.61
2.67
2.67
2.67
2.74
2.74
2.74
2.80
2.80
2.80
2.80
2.87
2.87
2.87
2.91
2.91
2.91
2.97
2.97
2.97
3.02
3.02
3.02
3.02
3.07
3.07
3.07
3.11
3.11
3.11
3.17
3.17
3.17
3.35
3.35
3.35
3.65
3.65
3.65
3.65
4.10
4.10
4.10
4.70
4.70
4.70
5.28
5.28
5.28
5.78
5.78
5.78
6.08
6.08
6.08
6.08
5.88
5.88
5.88
5.40
5.40
5.40
4.81
4.81
4.81
4.11
4.11
4.11
3.31
3.31
3.31
3.31
2.58
2.58
2.58
2.04
2.04
2.04
1.67
1.67
1.67
1.49
1.49
1.49
1.45
1.45
1.45
1.45
1.48
1.48
1.48
1.41
1.41
1.41
1.40
1.40
1.40
1.29
1.29
1.29
1.07
1.07
1.07
1.07
0.81
0.81
0.81
0.54
0.54
0.54
0.73
0.73
0.73
1.35
1.35
1.35
1.92
1.92
1.92
1.92
2.46
2.46
2.46
2.95
2.95
2.95
3.39
3.39
3.39
3.79
3.79
3.79
3.79
4.16
4.16
4.16
4.47
4.47
4.47
4.77
4.77
4.77
5.05
5.05
5.05
5.31
5.31
5.31
5.31
5.54
5.54
5.54
5.76
5.76
5.76
5.97
5.97
5.97
6.16
6.16
6.16
6.16
6.33
6.33
6.33
6.50
6.50
