x, y, theta, left_speed, right_speed, left_bump, right_bump
15.15,0.10,0.01,0.20,0.20,0.24,0.14
31.84,0.27,0.01,0.36,0.39,0.16,0.07
47.13,0.47,0.02,0.35,0.37,0.19,0.10
63.83,0.79,0.02,0.32,0.32,0.18,0.08
83.04,1.10,0.01,0.37,0.38,0.16,0.08
100.86,1.32,0.01,0.62,0.62,0.18,0.07
118.11,1.46,0.01,0.42,0.42,0.21,0.09
135.09,1.57,0.01,0.38,0.39,0.16,0.05
154.31,1.74,0.01,0.47,0.49,0.16,0.07
171.42,1.96,0.01,0.42,0.44,0.15,0.05
190.36,2.18,0.01,0.54,0.55,0.15,0.03
206.49,2.25,0.00,0.56,0.53,0.15,0.00
221.22,2.22,-0.00,0.51,0.51,0.16,0.01
236.79,2.19,0.00,0.62,0.60,0.13,0.00
255.03,2.19,0.00,0.97,0.97,0.17,0.01
272.29,2.19,0.00,0.59,0.60,0.12,0.00
290.24,2.20,-0.00,0.67,0.64,0.16,0.00
305.11,2.15,-0.00,0.62,0.62,0.09,0.00
326.86,2.03,-0.01,0.47,0.47,0.13,0.02
342.15,1.91,-0.01,0.68,0.67,0.12,0.01
364.31,1.70,-0.01,0.59,0.57,0.07,-0.00
385.64,1.45,-0.01,0.47,0.47,0.09,0.01
406.26,1.22,-0.01,0.75,0.75,0.07,0.00
427.44,0.98,-0.01,0.50,0.52,0.10,0.04
444.69,0.84,-0.01,0.68,0.68,0.08,0.02
462.23,0.72,-0.00,0.93,0.93,0.07,0.03
481.03,0.66,-0.00,0.63,0.66,0.07,0.02
502.77,0.62,-0.00,0.62,0.63,0.11,0.07
521.57,0.67,0.01,0.54,0.54,0.05,0.01
541.77,0.80,0.01,0.90,0.89,0.06,0.03
557.49,0.87,-0.00,0.50,0.49,0.11,0.05
572.50,0.85,-0.01,0.82,0.78,0.07,0.01
588.07,0.67,-0.01,0.57,0.55,0.09,0.04
609.53,0.30,-0.02,0.58,0.56,0.09,0.03
624.67,-0.06,-0.02,0.51,0.51,0.10,0.05
641.93,-0.38,-0.01,0.56,0.59,0.08,0.02
657.78,-0.55,-0.01,0.25,0.25,0.07,0.01
673.77,-0.66,-0.00,0.37,0.38,0.11,0.06
691.31,-0.67,-0.00,0.50,0.50,0.07,0.03
712.21,-0.60,0.01,0.39,0.41,0.09,0.04
727.08,-0.44,0.02,0.34,0.35,0.05,0.02
742.79,-0.17,0.02,0.43,0.43,0.04,0.01
759.20,0.22,0.03,0.21,0.21,0.05,0.04
775.75,0.62,0.02,0.27,0.26,0.07,0.05
793.00,0.96,0.02,0.33,0.33,0.08,0.06
810.11,1.21,0.01,0.25,0.26,0.07,0.04
827.79,1.41,0.01,0.31,0.31,0.09,0.08
845.04,1.63,0.01,0.32,0.32,0.14,0.11
860.19,1.80,0.01,0.37,0.35,0.12,0.09
877.59,1.92,0.01,0.20,0.21,0.09,0.05
893.30,2.02,0.01,0.51,0.48,0.09,0.05
908.45,2.11,0.01,0.14,0.15,0.08,0.04
923.60,2.23,0.01,0.26,0.25,0.09,0.04
939.32,2.31,0.00,0.19,0.18,0.10,0.04
955.03,2.33,0.00,0.20,0.20,0.10,0.05
971.16,2.30,-0.00,0.34,0.31,0.07,0.03
986.59,2.19,-0.01,0.26,0.26,0.09,0.04
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
