x, y, theta, left_speed, right_speed, left_bump, right_bump
16.55,-0.08,-0.01,0.33,0.29,0.24,0.10
34.23,-0.27,-0.01,0.30,0.30,0.19,0.05
54.15,-0.33,-0.00,0.34,0.34,0.17,0.03
72.11,-0.35,-0.00,0.41,0.42,0.17,0.00
91.75,-0.31,-0.00,0.50,0.51,0.21,0.04
108.30,-0.26,0.01,0.58,0.58,0.19,0.03
128.08,-0.11,0.01,0.54,0.56,0.23,0.05
145.48,0.08,0.02,0.60,0.61,0.24,0.04
163.85,0.50,0.03,0.52,0.57,0.20,0.02
185.86,1.24,0.04,0.54,0.56,0.17,0.00
202.54,1.86,0.04,0.64,0.66,0.14,0.01
219.93,2.50,0.03,0.69,0.68,0.10,0.02
238.44,3.08,0.03,0.58,0.58,0.13,0.00
259.47,3.58,0.02,0.61,0.58,0.08,-0.01
275.47,3.86,0.01,0.57,0.55,0.12,0.01
294.40,4.04,0.00,0.61,0.58,0.09,-0.00
312.50,4.07,0.00,1.12,1.08,0.07,-0.01
332.42,4.01,-0.01,0.43,0.42,0.08,0.00
348.13,3.86,-0.01,0.90,0.88,0.12,-0.01
371.84,3.56,-0.02,0.55,0.55,0.10,0.01
386.71,3.30,-0.02,0.84,0.81,0.02,-0.00
405.92,2.81,-0.03,0.41,0.40,-0.01,-0.02
425.69,2.08,-0.04,0.80,0.78,-0.02,-0.02
440.83,1.45,-0.04,0.91,0.89,0.18,0.12
458.77,0.69,-0.04,0.42,0.42,0.01,-0.02
479.23,-0.09,-0.04,0.52,0.54,0.00,0.00
494.80,-0.60,-0.03,0.61,0.63,0.20,0.16
509.52,-0.93,-0.02,0.55,0.57,-0.00,0.01
525.80,-1.12,-0.00,0.32,0.35,0.20,0.19
544.74,-1.09,0.01,0.61,0.65,0.06,0.05
561.71,-0.92,0.02,0.39,0.40,0.03,0.02
580.23,-0.62,0.02,0.63,0.63,0.05,0.06
597.48,-0.34,0.01,0.39,0.39,0.05,0.05
613.47,-0.12,0.01,0.46,0.48,0.01,0.04
629.18,0.03,0.01,0.28,0.26,0.04,0.07
644.47,0.11,0.00,0.43,0.42,0.03,0.09
661.45,0.17,0.00,0.38,0.37,-0.01,0.02
679.97,0.13,-0.01,0.80,0.75,0.09,0.14
695.68,0.04,-0.01,0.36,0.34,-0.00,-0.01
711.11,-0.08,-0.01,0.41,0.39,0.02,0.04
725.84,-0.15,-0.00,0.19,0.19,0.03,0.03
744.64,-0.18,0.00,0.46,0.47,0.03,0.05
762.03,-0.16,0.00,0.25,0.25,0.09,0.13
779.43,-0.09,0.00,0.32,0.32,0.07,0.07
797.25,-0.04,0.00,0.26,0.26,0.10,0.10
813.10,-0.00,0.00,0.32,0.30,0.09,0.09
829.37,0.07,0.00,0.16,0.16,0.07,0.06
845.22,0.14,0.01,0.26,0.28,0.08,0.05
860.80,0.20,0.00,0.28,0.28,0.08,0.06
876.51,0.25,0.00,0.28,0.28,0.09,0.07
891.94,0.30,0.00,0.23,0.22,0.09,0.07
907.23,0.23,-0.01,0.50,0.45,0.07,0.04
922.52,-0.01,-0.02,0.21,0.22,0.08,0.05
937.81,-0.25,-0.02,0.32,0.30,0.07,0.04
954.92,-0.52,-0.02,0.19,0.19,0.05,0.04
971.19,-0.89,-0.03,0.14,0.13,0.03,0.02
987.04,-1.27,-0.02,0.34,0.35,0.05,0.04
1001.77,-1.63,-0.03,0.31,0.29,0.05,0.05
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
