yaw
0.00
0.49
0.49
0.49
0.52
0.52
0.52
0.56
0.56
0.56
0.62
0.62
0.62
0.68
0.68
0.68
0.68
0.74
0.74
0.74
0.80
0.80
0.80
0.86
0.86
0.86
0.93
0.93
0.93
0.99
0.99
0.99
0.99
1.06
1.06
1.06
1.12
1.12
1.12
1.20
1.20
1.20
1.28
1.28
1.28
1.36
1.36
1.36
1.36
1.45
1.45
1.45
1.52
1.52
1.52
1.60
1.60
1.60
1.67
1.67
1.67
1.75
1.75
1.75
1.75
1.82
1.82
1.82
1.89
1.89
1.89
1.97
1.97
1.97
2.03
2.03
2.03
2.03
2.10
2.10
2.10
2.16
2.16
2.16
2.23
2.23
2.23
2.29
2.29
2.29
2.38
2.38
2.38
2.38
2.47
2.47
2.47
2.54
2.54
2.54
2.59
2.59
2.59
2.65
2.65
2.65
2.65
2.71
2.71
2.71
2.78
2.78
2.78
2.85
2.85
2.85
2.91
2.91
2.91
3.06
3.06
3.06
3.06
3.37
3.37
3.37
3.81
3.81
3.81
4.29
4.29
4.29
4.92
4.92
4.92
5.43
5.43
5.43
5.43
5.68
5.68
5.68
5.71
5.71
5.71
5.58
5.58
5.58
5.40
5.40
5.40
5.00
5.00
5.00
5.00
4.64
4.64
4.64
4.30
4.30
4.30
3.83
3.83
3.83
3.33
3.33
3.33
2.80
2.80
2.80
2.80
2.27
2.27
2.27
1.58
1.58
1.58
0.83
0.83
0.83
0.07
0.07
0.07
-0.74
-0.74
-0.74
-0.74
-1.67
-1.67
-1.67
-2.65
-2.65
-2.65
-3.21
-3.21
-3.21
-3.22
-3.22
-3.22
-2.78
-2.78
-2.78
-2.78
-1.90
-1.90
-1.90
-0.77
-0.77
-0.77
0.24
0.24
0.24
1.15
1.15
1.15
1.15
1.97
1.97
1.97
2.72
2.72
2.72
3.39
3.39
3.39
4.00
4.00
4.00
4.56
4.56
4.56
4.56
5.07
5.07
5.07
5.54
5.54
5.54
5.97
5.97
5.97
6.35
6.35
6.35
6.70
6.70
6.70
6.70
7.01
7.01
