x, y, theta, left_speed, right_speed, left_bump, right_bump
14.73,0.06,0.00,0.24,0.22,0.17,0.06
30.44,0.11,0.00,0.32,0.31,0.19,0.07
47.28,0.17,0.00,0.33,0.31,0.20,0.06
63.83,0.27,0.01,0.32,0.34,0.20,0.04
82.49,0.49,0.01,0.42,0.42,0.19,0.05
101.00,0.68,0.01,0.60,0.58,0.17,0.03
118.26,0.79,0.01,0.44,0.42,0.21,0.05
135.66,0.93,0.01,0.51,0.54,0.19,0.03
153.33,1.06,0.00,1.09,1.07,0.23,0.04
172.13,1.10,-0.00,0.33,0.32,0.15,0.00
188.40,1.10,0.00,0.63,0.63,0.13,0.00
206.08,1.16,0.00,0.61,0.59,0.13,0.00
221.65,1.18,0.00,0.58,0.56,0.06,0.00
240.17,1.18,0.00,1.09,1.09,0.12,0.01
259.67,1.14,-0.00,0.45,0.44,0.11,-0.00
274.40,1.12,0.00,0.54,0.54,0.07,0.00
294.60,1.12,0.00,1.07,1.09,0.11,0.01
316.21,1.12,0.00,0.64,0.66,0.12,0.04
332.06,1.12,-0.00,0.57,0.57,0.07,0.00
351.28,1.09,0.00,0.73,0.75,0.08,0.01
370.78,1.09,0.00,0.38,0.38,0.05,-0.00
387.89,1.12,0.00,0.68,0.68,0.03,0.01
405.57,1.18,0.00,0.69,0.68,0.06,0.01
423.39,1.19,0.00,0.56,0.57,0.06,0.02
439.94,1.17,0.00,1.02,1.04,0.06,0.04
457.90,1.17,0.00,0.45,0.45,0.06,0.03
474.59,1.17,-0.00,1.01,1.00,0.07,0.04
491.01,1.14,0.00,0.64,0.65,0.05,0.03
507.56,1.11,-0.01,0.64,0.64,0.03,0.00
524.53,0.99,-0.01,0.59,0.56,0.05,0.02
541.93,0.77,-0.02,0.68,0.68,0.02,-0.00
559.18,0.54,-0.01,0.65,0.67,0.05,0.01
575.74,0.44,-0.01,0.72,0.72,0.05,0.01
596.22,0.27,-0.01,0.26,0.25,0.05,0.01
611.23,0.06,-0.02,0.57,0.57,0.07,0.03
628.20,-0.23,-0.02,0.42,0.44,0.04,-0.00
646.71,-0.58,-0.02,0.37,0.37,0.11,0.06
664.95,-0.89,-0.02,0.35,0.35,0.08,0.02
681.08,-1.16,-0.02,0.39,0.39,0.03,0.00
698.19,-1.44,-0.02,0.39,0.39,0.09,0.04
713.48,-1.72,-0.02,0.39,0.37,0.08,0.02
728.77,-2.02,-0.02,0.20,0.21,0.08,0.02
744.62,-2.25,-0.01,0.40,0.42,0.08,0.00
760.47,-2.39,-0.00,0.17,0.17,0.09,0.00
777.17,-2.36,0.01,0.30,0.30,0.09,0.00
793.16,-2.33,0.00,0.28,0.26,0.09,-0.01
808.59,-2.32,0.00,0.52,0.50,0.08,-0.00
825.71,-2.31,0.00,0.21,0.21,0.07,0.00
840.72,-2.27,0.01,0.27,0.28,0.12,0.03
856.01,-2.02,0.03,0.20,0.22,0.07,-0.01
872.56,-1.56,0.03,0.22,0.24,0.08,0.01
887.84,-1.12,0.03,0.31,0.31,0.10,0.00
904.81,-0.65,0.02,0.19,0.17,0.12,0.00
920.94,-0.40,0.01,0.22,0.20,0.07,0.00
937.63,-0.19,0.01,0.22,0.20,0.09,-0.00
953.34,0.07,0.02,0.17,0.16,0.08,0.00
969.89,0.43,0.03,0.21,0.22,0.08,0.02
984.62,0.87,0.03,0.18,0.19,0.04,0.00
999.34,1.28,0.03,0.47,0.45,0.07,-0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
