x, y, theta, left_speed, right_speed, left_bump, right_bump
16.55,0.27,0.02,0.13,0.13,0.12,0.08
31.42,0.54,0.01,0.33,0.30,0.11,0.05
48.11,0.67,0.01,0.30,0.30,0.10,0.04
62.98,0.77,0.00,0.30,0.28,0.07,0.01
80.80,0.75,-0.01,0.27,0.27,0.09,0.04
95.53,0.66,-0.01,0.38,0.40,0.07,0.02
111.38,0.50,-0.01,0.35,0.35,0.07,0.04
126.39,0.33,-0.01,0.28,0.26,0.08,0.04
141.82,0.21,-0.00,0.30,0.30,0.09,0.05
158.52,0.11,-0.01,0.31,0.32,0.13,0.10
175.91,0.03,-0.01,0.31,0.31,0.11,0.07
193.87,-0.08,-0.01,0.37,0.37,0.09,0.05
209.16,-0.15,-0.00,0.45,0.45,0.11,0.05
223.89,-0.18,-0.00,0.54,0.54,0.11,0.05
242.27,-0.14,0.00,0.51,0.51,0.07,0.00
261.21,-0.06,0.01,0.52,0.54,0.09,0.03
275.94,0.03,0.01,0.46,0.46,0.09,0.04
295.30,0.20,0.01,0.39,0.39,0.08,0.04
313.67,0.43,0.01,0.39,0.39,0.07,0.02
333.03,0.68,0.01,0.39,0.39,0.08,0.03
352.67,0.96,0.01,0.39,0.41,0.06,0.02
372.17,1.21,0.01,0.43,0.41,0.05,0.01
391.53,1.38,0.01,0.42,0.41,0.07,0.03
411.31,1.51,0.01,0.41,0.41,0.06,0.02
429.54,1.63,0.01,0.39,0.39,0.05,0.01
448.20,1.70,0.00,0.39,0.37,0.09,0.03
466.72,1.71,-0.00,0.39,0.37,0.07,0.03
484.82,1.64,-0.01,0.39,0.37,0.06,0.04
502.91,1.51,-0.01,0.38,0.36,0.07,0.03
520.87,1.39,-0.00,0.39,0.42,0.06,0.01
537.28,1.29,-0.01,0.71,0.71,0.03,0.01
553.84,1.22,-0.01,0.63,0.65,0.07,0.05
569.97,1.09,-0.01,0.39,0.39,0.07,0.04
586.38,0.90,-0.01,0.37,0.39,0.07,0.04
601.96,0.74,-0.01,0.68,0.68,0.07,0.04
617.67,0.61,-0.00,0.24,0.25,0.07,0.08
633.10,0.58,0.00,0.34,0.39,0.07,0.08
651.76,0.67,0.01,0.28,0.28,0.02,0.07
669.15,0.77,0.01,0.31,0.29,0.01,0.09
684.30,0.84,-0.00,0.32,0.32,0.01,0.08
700.02,0.83,-0.01,0.26,0.24,0.03,0.10
716.01,0.59,-0.02,0.26,0.25,0.03,0.06
732.98,0.28,-0.02,0.22,0.24,0.04,0.06
749.53,0.12,-0.00,0.26,0.28,0.03,0.08
767.35,0.09,-0.00,0.22,0.24,0.03,0.09
783.90,0.10,-0.00,0.28,0.26,0.01,0.07
801.02,0.13,0.01,0.24,0.24,0.03,0.07
818.13,0.25,0.01,0.32,0.34,-0.00,0.06
833.98,0.40,0.01,0.25,0.25,0.01,0.08
849.98,0.58,0.01,0.20,0.18,0.03,0.08
864.71,0.63,-0.00,0.27,0.25,0.02,0.06
880.98,0.57,-0.01,0.17,0.19,0.04,0.07
895.99,0.47,-0.01,0.20,0.20,0.05,0.06
911.00,0.33,-0.01,0.22,0.20,0.05,0.07
927.84,0.27,-0.00,0.20,0.22,0.04,0.06
943.41,0.31,0.00,0.22,0.24,0.04,0.04
959.82,0.37,0.01,0.19,0.20,0.04,0.05
974.69,0.46,0.01,0.29,0.27,0.04,0.04
990.82,0.59,0.01,0.18,0.16,0.03,0.06
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
