x, y, theta, left_speed, right_speed, left_bump, right_bump
14.73,-0.00,-0.00,0.15,0.15,0.30,0.14
31.00,-0.06,-0.00,0.30,0.29,0.31,0.10
46.01,-0.12,-0.01,0.35,0.35,0.32,0.10
61.59,-0.11,0.01,0.29,0.31,0.28,0.09
79.26,0.19,0.02,0.34,0.36,0.26,0.08
94.41,0.52,0.02,0.62,0.64,0.28,0.09
110.82,0.93,0.03,0.39,0.39,0.25,0.07
127.79,1.34,0.02,0.40,0.40,0.26,0.08
145.32,1.70,0.02,0.39,0.39,0.21,0.06
160.47,1.95,0.01,0.56,0.58,0.21,0.06
178.84,2.16,0.01,0.51,0.51,0.23,0.03
196.66,2.30,0.01,0.43,0.41,0.17,0.02
211.39,2.38,0.00,0.34,0.34,0.24,0.08
228.08,2.41,0.00,0.38,0.38,0.04,0.01
244.92,2.33,-0.01,0.42,0.39,0.29,0.11
260.91,2.09,-0.02,0.36,0.34,0.17,0.05
277.60,1.74,-0.02,0.32,0.33,0.19,0.09
294.43,1.34,-0.02,0.36,0.36,0.15,0.08
311.82,0.99,-0.02,0.33,0.34,0.13,0.08
330.06,0.76,-0.01,0.32,0.32,0.12,0.08
347.73,0.58,-0.01,0.43,0.43,0.10,0.06
365.27,0.38,-0.01,0.76,0.75,0.07,0.05
381.12,0.16,-0.02,0.51,0.51,0.11,0.07
398.51,-0.08,-0.01,0.48,0.50,0.11,0.07
416.33,-0.24,-0.01,0.44,0.44,0.12,0.08
434.01,-0.40,-0.01,0.44,0.44,0.11,0.04
451.54,-0.64,-0.02,0.39,0.36,0.10,0.04
469.36,-0.92,-0.01,0.44,0.44,0.15,0.07
486.33,-1.13,-0.01,0.42,0.42,0.12,0.06
502.46,-1.28,-0.01,0.40,0.43,0.12,0.05
518.73,-1.35,-0.00,0.47,0.48,0.10,0.07
534.87,-1.33,0.00,0.40,0.40,0.09,0.03
551.00,-1.28,0.01,0.41,0.42,0.14,0.07
566.71,-1.19,0.01,0.53,0.53,0.14,0.07
582.00,-1.10,0.01,0.37,0.37,0.09,0.03
599.68,-0.92,0.01,0.31,0.29,0.12,0.05
616.65,-0.71,0.01,0.34,0.33,0.15,0.06
634.19,-0.51,0.01,0.29,0.27,0.13,0.07
650.32,-0.36,0.01,0.34,0.34,0.16,0.03
666.87,-0.29,-0.00,0.31,0.31,0.12,0.06
682.73,-0.26,0.00,0.28,0.29,0.12,0.05
698.58,-0.21,-0.00,0.25,0.26,0.13,0.07
714.57,-0.21,-0.00,0.24,0.25,0.17,0.09
729.44,-0.21,-0.00,0.37,0.35,0.16,0.04
746.56,-0.21,-0.00,0.28,0.28,0.15,0.06
761.43,-0.21,-0.00,0.22,0.22,0.15,0.06
778.54,-0.21,-0.00,0.28,0.27,0.16,0.06
794.82,-0.25,-0.00,0.19,0.20,0.17,0.09
810.11,-0.22,0.01,0.19,0.17,0.23,0.14
826.80,-0.03,0.01,0.24,0.24,0.18,0.13
843.50,0.18,0.01,0.24,0.22,0.16,0.11
859.21,0.28,0.00,0.20,0.19,0.16,0.10
875.06,0.28,-0.00,0.22,0.22,0.15,0.10
890.77,0.29,-0.00,0.20,0.20,0.13,0.09
906.91,0.29,-0.00,0.24,0.22,0.14,0.11
922.62,0.24,-0.00,0.19,0.19,0.13,0.11
938.47,0.18,-0.00,0.20,0.22,0.13,0.12
953.76,0.10,-0.01,0.24,0.24,0.12,0.08
968.49,-0.06,-0.01,0.19,0.17,0.13,0.11
985.61,-0.25,-0.01,0.16,0.16,0.13,0.11
1001.74,-0.50,-0.02,0.22,0.20,0.13,0.08
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
