x, y, theta, left_speed, right_speed, left_bump, right_bump
15.99,-0.02,-0.01,0.14,0.13,0.23,0.15
32.41,-0.14,-0.01,0.26,0.26,0.26,0.17
47.56,-0.29,-0.01,0.24,0.24,0.17,0.07
65.51,-0.51,-0.02,0.32,0.31,0.22,0.12
83.47,-0.77,-0.01,0.43,0.45,0.18,0.08
98.62,-0.89,-0.00,0.44,0.44,0.16,0.07
115.03,-0.96,-0.00,0.45,0.48,0.18,0.08
132.15,-0.95,0.01,0.30,0.31,0.18,0.08
149.54,-0.82,0.01,0.33,0.33,0.16,0.09
168.06,-0.67,0.01,0.33,0.33,0.16,0.08
187.28,-0.53,0.01,0.35,0.34,0.16,0.09
206.50,-0.29,0.01,0.54,0.54,0.15,0.09
224.87,-0.01,0.02,0.29,0.29,0.14,0.07
239.60,0.24,0.02,0.40,0.39,0.18,0.10
254.33,0.54,0.02,0.41,0.43,0.11,0.06
269.05,0.86,0.02,0.88,0.86,0.16,0.07
284.48,1.16,0.02,0.48,0.48,0.16,0.08
299.77,1.45,0.02,0.54,0.57,0.12,0.08
315.20,1.68,0.02,0.41,0.41,0.17,0.07
334.00,1.96,0.02,0.40,0.38,0.13,0.06
350.97,2.19,0.01,0.32,0.31,0.04,0.02
368.51,2.29,0.00,0.38,0.38,0.08,0.04
385.62,2.29,-0.00,0.33,0.32,0.05,0.02
402.74,2.19,-0.01,0.32,0.32,0.17,0.06
419.15,2.03,-0.01,0.34,0.34,0.10,0.00
436.55,1.81,-0.01,0.40,0.39,0.08,0.02
454.50,1.58,-0.01,0.43,0.43,0.16,0.07
470.35,1.40,-0.01,0.29,0.28,0.14,0.05
488.31,1.27,-0.00,0.61,0.61,0.11,0.05
503.32,1.23,-0.00,0.36,0.36,0.15,0.08
522.82,1.22,0.00,0.28,0.28,0.15,0.08
541.62,1.28,0.00,0.29,0.27,0.11,0.07
559.58,1.31,-0.00,0.39,0.38,0.09,0.05
574.31,1.24,-0.01,0.43,0.40,0.11,0.07
589.18,1.15,-0.01,0.43,0.43,0.10,0.05
607.13,1.01,-0.01,0.34,0.34,0.08,0.07
624.95,0.87,-0.01,0.56,0.56,0.10,0.09
642.76,0.69,-0.01,0.28,0.27,0.11,0.10
659.88,0.47,-0.01,0.35,0.36,0.12,0.05
676.99,0.27,-0.01,0.39,0.40,0.15,0.07
693.41,0.11,-0.01,0.57,0.58,0.12,0.06
708.84,0.06,0.00,0.50,0.52,0.15,0.08
724.27,0.09,0.00,0.22,0.24,0.15,0.08
739.00,0.18,0.01,0.35,0.34,0.12,0.04
756.11,0.29,0.01,0.27,0.27,0.15,0.07
771.26,0.38,0.01,0.21,0.19,0.17,0.07
788.38,0.43,-0.00,0.28,0.28,0.20,0.10
805.07,0.35,-0.01,0.21,0.19,0.18,0.06
821.07,0.19,-0.01,0.25,0.27,0.16,0.03
836.78,0.04,-0.01,0.19,0.19,0.24,0.08
852.77,-0.08,-0.01,0.27,0.27,0.20,0.05
867.64,-0.17,-0.00,0.25,0.23,0.19,0.04
882.37,-0.19,-0.00,0.26,0.27,0.13,0.04
897.52,-0.19,-0.00,0.22,0.22,0.23,0.10
912.95,-0.17,0.01,0.22,0.22,0.19,0.04
928.67,-0.06,0.01,0.16,0.18,0.17,0.05
944.52,0.08,0.01,0.16,0.16,0.20,0.05
960.65,0.20,0.01,0.17,0.17,0.16,0.03
976.78,0.31,0.01,0.16,0.16,0.17,0.07
992.49,0.51,0.02,0.16,0.16,0.15,0.08
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
