x, y, theta, left_speed, right_speed, left_bump, right_bump
16.55,-0.08,-0.01,0.12,0.12,0.28,0.12
33.11,-0.15,-0.00,0.18,0.18,0.26,0.10
50.08,-0.14,-0.00,0.29,0.26,0.24,0.09
65.51,-0.23,-0.01,0.56,0.57,0.29,0.11
84.03,-0.36,-0.00,0.25,0.26,0.24,0.09
98.90,-0.41,-0.00,0.30,0.30,0.21,0.07
115.32,-0.45,-0.00,0.28,0.30,0.20,0.08
132.29,-0.45,0.00,0.31,0.32,0.21,0.06
149.69,-0.39,0.00,0.35,0.35,0.21,0.08
167.64,-0.26,0.01,0.33,0.33,0.24,0.08
186.58,-0.06,0.01,0.35,0.35,0.24,0.09
205.10,0.18,0.01,0.37,0.36,0.21,0.08
224.60,0.39,0.01,0.37,0.35,0.21,0.03
244.24,0.62,0.02,0.40,0.40,0.19,0.04
263.73,0.90,0.01,0.38,0.38,0.21,0.03
281.27,1.13,0.01,0.31,0.30,0.06,0.08
296.14,1.26,0.01,0.45,0.45,0.24,0.10
313.67,1.35,-0.00,0.40,0.38,0.14,0.02
331.35,1.29,-0.01,0.42,0.40,0.14,0.07
347.20,1.23,-0.00,0.33,0.33,0.13,0.05
364.32,1.17,-0.00,0.42,0.42,0.19,0.11
382.13,1.17,-0.00,0.34,0.36,0.11,0.07
400.23,1.20,0.00,0.34,0.34,0.12,0.05
417.91,1.22,-0.00,0.38,0.36,0.10,0.01
436.57,1.11,-0.01,0.40,0.40,0.13,0.07
454.38,0.99,-0.01,0.35,0.34,0.12,0.05
471.50,0.83,-0.01,0.36,0.36,0.11,0.04
489.17,0.64,-0.01,0.34,0.34,0.09,0.03
506.71,0.46,-0.01,0.34,0.34,0.13,0.06
523.54,0.21,-0.01,0.34,0.36,0.10,0.03
539.81,0.03,-0.01,0.31,0.32,0.09,0.03
556.09,-0.09,-0.01,0.30,0.32,0.12,0.05
571.52,-0.16,-0.00,0.29,0.29,0.13,0.04
591.02,-0.18,-0.00,0.30,0.31,0.13,0.04
606.17,-0.23,-0.00,0.25,0.25,0.13,0.06
623.56,-0.29,-0.00,0.40,0.40,0.12,0.03
640.96,-0.34,-0.00,0.34,0.34,0.16,0.06
657.23,-0.33,0.00,0.30,0.30,0.15,0.07
673.93,-0.20,0.01,0.23,0.25,0.15,0.05
689.64,0.02,0.01,0.38,0.38,0.14,0.05
707.03,0.11,-0.00,0.30,0.27,0.19,0.14
722.89,0.05,-0.01,0.23,0.21,0.17,0.05
740.28,-0.17,-0.02,0.20,0.21,0.12,0.03
758.24,-0.45,-0.02,0.24,0.24,0.15,0.03
775.07,-0.69,-0.01,0.26,0.28,0.16,0.04
792.89,-0.79,-0.00,0.19,0.21,0.22,0.12
810.00,-0.83,-0.00,0.21,0.20,0.16,0.06
827.96,-0.84,-0.00,0.21,0.23,0.17,0.05
844.79,-0.80,0.01,0.27,0.28,0.18,0.08
861.49,-0.62,0.02,0.19,0.21,0.21,0.08
878.18,-0.27,0.03,0.25,0.27,0.16,0.06
893.88,0.13,0.03,0.25,0.25,0.17,0.05
909.17,0.52,0.02,0.27,0.25,0.16,0.03
926.14,0.90,0.02,0.23,0.21,0.17,0.05
941.43,1.22,0.02,0.20,0.20,0.19,0.06
958.40,1.61,0.03,0.17,0.16,0.19,0.04
973.55,2.00,0.03,0.22,0.20,0.19,0.06
990.65,2.43,0.03,0.17,0.17,0.17,0.05
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
