x, y, theta, left_speed, right_speed, left_bump, right_bump
15.43,-0.14,-0.01,0.17,0.16,0.28,0.12
30.44,-0.37,-0.02,0.27,0.27,0.28,0.12
45.59,-0.62,-0.02,0.37,0.35,0.30,0.12
61.30,-0.80,-0.00,0.29,0.31,0.24,0.08
78.84,-0.79,0.01,0.36,0.36,0.26,0.10
94.27,-0.71,0.01,0.63,0.66,0.26,0.10
110.54,-0.58,0.01,0.39,0.40,0.24,0.08
127.51,-0.39,0.01,0.40,0.40,0.20,0.08
145.05,-0.20,0.01,0.39,0.39,0.22,0.06
162.72,0.06,0.01,0.43,0.44,0.22,0.06
180.82,0.32,0.02,0.42,0.44,0.23,0.07
198.91,0.64,0.02,0.45,0.45,0.22,0.06
213.64,0.92,0.02,0.49,0.47,0.21,0.06
232.16,1.25,0.02,0.32,0.32,0.22,0.07
251.23,1.52,0.01,0.34,0.33,0.20,0.07
266.24,1.65,0.01,0.54,0.54,0.22,0.08
281.54,1.75,0.00,0.42,0.41,0.16,0.07
301.60,1.83,0.00,0.37,0.37,0.15,0.07
319.83,1.87,0.00,0.46,0.46,0.12,0.05
338.91,1.83,-0.01,0.39,0.39,0.11,0.07
357.71,1.71,-0.01,0.39,0.37,0.10,0.09
376.23,1.57,-0.01,0.43,0.43,0.12,0.07
394.05,1.41,-0.01,0.42,0.42,0.11,0.05
411.44,1.25,-0.01,0.76,0.74,0.08,0.07
429.12,1.08,-0.01,0.39,0.39,0.12,0.10
446.51,0.92,-0.01,0.42,0.42,0.08,0.06
464.05,0.71,-0.01,0.74,0.74,0.06,0.07
480.60,0.48,-0.01,0.39,0.40,0.08,0.08
497.29,0.26,-0.02,0.40,0.39,0.08,0.10
513.98,0.03,-0.01,0.71,0.71,0.08,0.09
530.54,-0.17,-0.01,0.40,0.42,0.06,0.09
547.37,-0.41,-0.01,0.71,0.73,0.08,0.09
562.38,-0.63,-0.02,0.36,0.34,0.03,0.04
577.11,-0.84,-0.01,0.36,0.36,0.03,0.04
594.50,-1.05,-0.01,0.25,0.27,0.04,0.10
611.48,-1.16,-0.01,0.40,0.38,0.05,0.10
628.45,-1.31,-0.01,0.23,0.23,0.03,0.09
645.57,-1.44,-0.01,0.58,0.61,0.04,0.13
661.14,-1.56,-0.01,0.22,0.22,0.03,0.06
676.71,-1.69,-0.01,0.26,0.28,0.02,0.11
691.58,-1.69,0.01,0.24,0.24,0.04,0.08
707.29,-1.60,0.01,0.23,0.23,0.04,0.11
724.13,-1.52,-0.00,0.28,0.26,0.08,0.17
740.68,-1.60,-0.01,0.32,0.32,0.10,0.11
756.95,-1.74,-0.00,0.25,0.27,0.13,0.15
773.93,-1.61,0.02,0.18,0.20,0.08,0.15
790.20,-1.34,0.02,0.22,0.22,0.08,0.21
806.89,-1.08,0.01,0.27,0.27,0.10,0.20
822.74,-0.86,0.01,0.17,0.17,0.09,0.18
839.30,-0.81,-0.00,0.22,0.22,0.13,0.23
855.43,-0.89,-0.01,0.24,0.24,0.08,0.14
871.42,-0.98,-0.01,0.22,0.22,0.10,0.18
888.26,-1.11,-0.01,0.24,0.25,0.10,0.19
903.69,-1.21,-0.01,0.16,0.16,0.13,0.22
918.56,-1.36,-0.01,0.22,0.20,0.13,0.18
933.99,-1.63,-0.02,0.26,0.26,0.10,0.16
949.70,-1.88,-0.01,0.24,0.26,0.10,0.16
965.55,-2.07,-0.01,0.22,0.24,0.09,0.17
982.38,-2.18,-0.00,0.20,0.18,0.11,0.17
999.22,-2.22,-0.00,0.20,0.20,0.15,0.13
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
