x, y, theta, left_speed, right_speed, left_bump, right_bump
15.71,0.01,0.00,0.16,0.15,0.18,0.06
31.56,0.01,0.00,0.20,0.20,0.16,0.03
48.96,0.05,0.00,0.29,0.29,0.16,0.01
65.79,0.14,0.01,0.31,0.34,0.15,0.01
81.09,0.34,0.02,0.36,0.39,0.18,0.02
97.22,0.65,0.02,0.39,0.40,0.16,0.02
114.47,1.05,0.03,0.40,0.42,0.13,0.01
131.72,1.51,0.03,0.42,0.42,0.14,0.01
149.81,1.99,0.03,0.39,0.39,0.12,0.01
167.62,2.41,0.02,0.45,0.43,0.13,-0.00
186.84,2.69,0.01,0.46,0.47,0.09,0.00
203.95,2.91,0.01,0.61,0.59,0.11,-0.00
219.52,3.09,0.01,0.38,0.39,0.07,0.00
234.25,3.25,0.01,0.48,0.48,0.11,0.01
249.40,3.38,0.01,0.33,0.32,0.11,0.00
264.97,3.43,-0.00,0.43,0.41,0.09,0.01
281.25,3.36,-0.00,0.41,0.40,0.08,0.01
296.40,3.28,-0.01,0.91,0.89,0.09,0.02
312.67,3.12,-0.01,0.51,0.51,0.08,0.02
328.24,2.99,-0.01,0.43,0.43,0.07,0.02
344.09,2.85,-0.01,0.40,0.38,0.05,0.01
362.61,2.65,-0.01,0.32,0.32,0.01,-0.02
377.48,2.50,-0.01,0.47,0.45,0.04,-0.00
395.01,2.31,-0.01,0.32,0.31,0.05,0.01
411.29,2.10,-0.01,0.40,0.39,0.07,0.03
428.54,1.84,-0.02,0.40,0.42,0.09,0.03
445.37,1.55,-0.02,0.42,0.40,0.11,0.06
461.92,1.29,-0.02,0.39,0.39,0.07,0.01
478.34,1.02,-0.01,0.39,0.39,0.10,0.04
494.33,0.80,-0.01,0.26,0.26,0.10,0.02
509.62,0.63,-0.01,0.28,0.28,0.06,0.00
525.05,0.52,-0.00,0.44,0.45,0.14,0.08
542.87,0.51,-0.00,0.32,0.32,0.06,0.01
560.68,0.47,-0.00,0.36,0.36,0.08,-0.00
579.48,0.41,-0.00,0.28,0.28,0.09,0.01
596.74,0.40,-0.00,0.36,0.37,0.09,0.02
613.57,0.45,0.01,0.29,0.31,0.11,0.04
630.69,0.58,0.01,0.34,0.34,0.09,0.02
648.22,0.68,0.00,0.29,0.27,0.08,0.01
664.78,0.74,0.00,0.42,0.40,0.11,0.00
681.47,0.76,-0.00,0.33,0.31,0.06,0.00
697.32,0.79,0.01,0.28,0.31,0.09,0.02
713.03,1.02,0.02,0.23,0.25,0.09,0.03
729.72,1.39,0.02,0.26,0.26,0.11,0.03
747.54,1.72,0.02,0.24,0.24,0.11,0.05
763.95,1.84,-0.00,0.26,0.23,0.10,0.02
781.63,1.69,-0.02,0.23,0.21,0.12,0.03
797.89,1.31,-0.03,0.19,0.18,0.10,0.00
815.56,0.79,-0.02,0.22,0.24,0.12,0.05
830.99,0.57,-0.01,0.21,0.23,0.11,0.04
846.14,0.47,-0.01,0.24,0.23,0.11,0.05
863.12,0.36,-0.00,0.22,0.22,0.07,0.03
877.85,0.31,-0.01,0.18,0.17,0.09,0.05
894.40,0.26,-0.00,0.22,0.22,0.09,0.03
910.82,0.34,0.01,0.27,0.27,0.09,0.04
925.97,0.47,0.01,0.22,0.25,0.08,0.04
940.70,0.63,0.01,0.20,0.22,0.08,0.04
957.11,0.86,0.02,0.22,0.22,0.08,0.04
972.40,1.08,0.01,0.17,0.19,0.07,0.04
987.69,1.37,0.02,0.22,0.22,0.06,0.04
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
