yaw
0.00
-0.01
-0.01
-0.01
0.01
0.01
0.01
0.04
0.04
0.04
0.07
0.07
0.07
0.11
0.11
0.11
0.11
0.15
0.15
0.15
0.19
0.19
0.19
0.21
0.21
0.21
0.24
0.24
0.24
0.28
0.28
0.28
0.28
0.33
0.33
0.33
0.38
0.38
0.38
0.43
0.43
0.43
0.49
0.49
0.49
0.55
0.55
0.55
0.55
0.60
0.60
0.60
0.65
0.65
0.65
0.71
0.71
0.71
0.76
0.76
0.76
0.81
0.81
0.81
0.81
0.87
0.87
0.87
0.93
0.93
0.93
0.98
0.98
0.98
1.03
1.03
1.03
1.03
1.09
1.09
1.09
1.14
1.14
1.14
1.19
1.19
1.19
1.24
1.24
1.24
1.30
1.30
1.30
1.30
1.36
1.36
1.36
1.42
1.42
1.42
1.45
1.45
1.45
1.50
1.50
1.50
1.50
1.61
1.61
1.61
1.81
1.81
1.81
2.09
2.09
2.09
2.34
2.34
2.34
2.61
2.61
2.61
2.84
2.84
2.84
2.84
2.94
2.94
2.94
2.99
2.99
2.99
3.08
3.08
3.08
3.07
3.07
3.07
3.07
2.81
2.81
2.81
2.46
2.46
2.46
2.04
2.04
2.04
1.65
1.65
1.65
1.28
1.28
1.28
1.28
0.91
0.91
0.91
0.59
0.59
0.59
0.63
0.63
0.63
0.83
0.83
0.83
1.13
1.13
1.13
1.13
1.47
1.47
1.47
1.82
1.82
1.82
2.18
2.18
2.18
2.54
2.54
2.54
2.87
2.87
2.87
2.87
3.15
3.15
3.15
3.38
3.38
3.38
3.54
3.54
3.54
3.61
3.61
3.61
3.61
3.65
3.65
3.65
3.80
3.80
3.80
4.06
4.06
4.06
4.30
4.30
4.30
4.54
4.54
4.54
4.54
4.77
4.77
4.77
4.99
4.99
4.99
5.19
5.19
5.19
5.37
5.37
5.37
5.37
5.55
5.55
5.55
5.71
5.71
5.71
5.87
5.87
5.87
5.99
5.99
5.99
6.11
6.11
6.11
6.11
6.22
6.22
6.22
6.33
6.33
