x, y, theta
12.91,0.03,0.00,0.19,0.18
25.81,0.00,-0.01,0.31,0.30
39.98,-0.11,-0.01,0.49,0.47
54.71,-0.22,-0.01,0.39,0.38
68.74,-0.31,-0.01,0.36,0.36
82.49,-0.38,-0.00,0.35,0.37
94.97,-0.38,-0.00,0.43,0.40
110.41,-0.43,-0.00,0.50,0.50
128.36,-0.48,-0.00,0.73,0.71
143.51,-0.58,-0.01,0.47,0.49
155.02,-0.69,-0.01,1.05,1.03
171.43,-0.85,-0.01,0.70,0.71
184.20,-0.94,-0.00,0.44,0.46
200.05,-0.99,-0.00,0.44,0.46
211.83,-0.99,-0.00,0.40,0.41
226.14,-0.99,-0.00,0.51,0.51
240.03,-0.99,0.00,0.55,0.55
252.10,-0.95,0.00,0.47,0.49
269.35,-0.88,0.01,0.46,0.46
284.08,-0.78,0.01,0.57,0.60
298.95,-0.59,0.02,0.52,0.54
313.68,-0.34,0.02,0.29,0.29
324.90,-0.12,0.02,0.71,0.73
342.15,0.21,0.02,0.44,0.43
357.44,0.46,0.01,0.47,0.47
371.61,0.62,0.01,0.90,0.88
387.46,0.76,0.01,0.56,0.54
399.25,0.83,0.01,0.59,0.62
416.36,0.94,0.01,0.75,0.75
432.07,1.02,-0.00,0.61,0.57
447.22,0.99,-0.00,0.57,0.59
463.22,1.03,0.01,0.98,0.98
477.67,1.10,0.00,0.56,0.56
491.83,1.13,-0.00,0.50,0.50
506.99,1.13,-0.00,0.42,0.41
518.63,1.13,-0.00,0.28,0.27
531.68,1.06,-0.01,0.51,0.49
544.86,0.98,-0.01,0.47,0.47
558.47,0.87,-0.01,0.35,0.35
570.96,0.75,-0.01,0.77,0.76
586.39,0.64,-0.01,0.43,0.43
601.26,0.54,-0.01,0.95,0.95
616.27,0.45,-0.00,0.25,0.25
629.03,0.38,-0.01,0.45,0.45
640.68,0.30,-0.01,0.47,0.45
653.86,0.16,-0.01,0.79,0.76
667.33,0.03,-0.01,0.29,0.29
682.34,-0.12,-0.01,0.39,0.40
694.69,-0.21,-0.01,0.34,0.36
707.73,-0.28,-0.00,0.36,0.38
723.03,-0.30,-0.00,0.29,0.30
734.53,-0.29,-0.00,0.31,0.34
748.70,-0.26,0.00,0.34,0.34
763.01,-0.19,0.00,0.39,0.40
775.49,-0.13,0.01,0.35,0.33
789.80,-0.02,0.01,0.53,0.54
803.13,0.08,0.01,0.31,0.31
816.46,0.18,0.01,0.23,0.24
827.82,0.26,0.00,0.50,0.50
840.16,0.31,0.00,0.35,0.36
851.81,0.34,0.01,0.35,0.36
864.71,0.39,0.01,0.28,0.28
877.06,0.47,0.01,0.34,0.36
888.28,0.56,0.01,0.19,0.19
899.93,0.70,0.01,0.31,0.30
912.13,0.82,0.01,0.26,0.25
925.46,0.88,-0.00,0.13,0.13
938.50,0.81,-0.01,0.29,0.29
950.01,0.73,-0.01,0.15,0.17
962.63,0.62,-0.01,0.15,0.15
975.68,0.54,-0.00,0.12,0.12
988.45,0.57,0.01,0.34,0.37
1000.93,0.65,0.01,0.24,0.23
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
