x, y, theta
14.45,0.11,0.01,0.20,0.20
27.50,0.23,0.01,0.31,0.31
41.80,0.31,0.01,0.61,0.59
56.39,0.37,0.00,0.39,0.39
68.04,0.37,-0.00,0.37,0.37
83.19,0.32,-0.00,0.53,0.51
97.50,0.24,-0.00,0.23,0.24
112.79,0.17,-0.01,0.34,0.34
127.80,0.05,-0.01,0.40,0.38
144.77,-0.13,-0.01,0.39,0.37
159.22,-0.33,-0.02,0.58,0.57
175.35,-0.63,-0.02,0.34,0.34
187.84,-0.85,-0.02,0.78,0.77
206.07,-1.11,-0.01,0.49,0.51
221.08,-1.21,0.00,0.57,0.60
236.09,-1.19,0.00,0.53,0.53
247.60,-1.15,0.00,0.65,0.65
265.70,-1.09,0.01,0.79,0.79
280.99,-0.96,0.01,0.51,0.53
296.98,-0.78,0.02,0.62,0.65
309.32,-0.58,0.02,0.68,0.68
320.54,-0.40,0.02,0.62,0.62
337.66,-0.14,0.01,0.43,0.41
352.25,-0.02,0.00,0.56,0.56
367.12,0.02,0.00,0.48,0.48
381.29,0.07,0.01,0.88,0.88
395.88,0.16,0.01,0.56,0.58
410.89,0.25,0.00,0.39,0.39
424.49,0.29,0.00,0.83,0.83
439.08,0.29,0.00,0.56,0.56
454.66,0.25,-0.00,0.51,0.51
466.58,0.19,-0.01,1.13,1.08
483.69,0.04,-0.01,0.69,0.69
495.76,-0.10,-0.01,0.41,0.42
507.54,-0.17,-0.01,0.40,0.42
520.03,-0.26,-0.00,0.44,0.46
533.36,-0.31,-0.01,0.43,0.45
548.09,-0.44,-0.01,0.51,0.50
564.50,-0.58,-0.01,0.45,0.45
577.97,-0.65,-0.01,0.81,0.81
592.56,-0.71,0.00,0.44,0.45
609.25,-0.71,0.00,0.73,0.74
621.60,-0.67,0.00,0.75,0.75
632.82,-0.62,0.00,0.39,0.40
646.29,-0.57,0.00,0.42,0.40
661.44,-0.53,-0.00,0.42,0.41
674.34,-0.57,-0.00,0.35,0.35
688.09,-0.58,0.00,0.36,0.36
701.28,-0.54,0.00,0.47,0.47
713.48,-0.50,0.00,0.52,0.52
727.23,-0.50,0.00,0.37,0.38
741.54,-0.50,0.00,0.31,0.30
753.61,-0.50,0.00,0.35,0.35
769.18,-0.52,-0.00,0.36,0.35
782.93,-0.57,-0.00,0.44,0.46
795.41,-0.58,0.00,0.17,0.17
807.48,-0.56,0.01,0.17,0.17
820.38,-0.44,0.01,0.28,0.29
832.59,-0.22,0.02,0.17,0.18
846.75,0.15,0.03,0.31,0.29
859.51,0.50,0.03,0.30,0.32
872.41,0.87,0.03,0.28,0.28
886.44,1.29,0.03,0.26,0.26
898.36,1.58,0.02,0.47,0.44
911.12,1.80,0.02,0.15,0.15
922.91,1.95,0.01,0.17,0.17
935.39,2.05,0.01,0.09,0.09
948.02,2.12,0.01,0.15,0.15
959.52,2.19,0.01,0.21,0.21
971.02,2.27,0.01,0.22,0.22
983.51,2.31,0.00,0.22,0.22
995.43,2.33,0.00,0.14,0.13
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
