x, y, theta, left_speed, right_speed
12.20,0.31,0.05,0.09,0.13
25.09,1.01,0.05,0.31,0.31
36.43,1.65,0.05,0.23,0.23
47.78,2.23,0.05,0.47,0.44
59.13,2.76,0.05,0.40,0.39
72.30,3.38,0.05,0.44,0.44
84.64,3.98,0.04,0.25,0.23
98.24,4.36,0.01,0.36,0.29
110.86,4.40,-0.01,0.36,0.31
123.63,4.21,-0.03,0.32,0.30
134.99,3.86,-0.04,0.44,0.37
148.86,3.19,-0.06,0.33,0.30
162.30,2.30,-0.07,0.39,0.37
176.85,1.27,-0.07,0.36,0.36
191.83,0.25,-0.07,0.56,0.58
206.81,-0.73,-0.06,0.67,0.68
222.21,-1.69,-0.06,0.37,0.38
236.21,-2.51,-0.06,0.53,0.54
251.48,-3.38,-0.05,0.28,0.29
264.51,-4.09,-0.05,0.51,0.53
279.08,-4.80,-0.05,0.48,0.48
292.39,-5.40,-0.04,0.78,0.81
305.43,-5.93,-0.04,0.48,0.49
320.29,-6.49,-0.04,0.37,0.38
333.89,-7.01,-0.04,0.83,0.83
346.65,-7.45,-0.03,0.52,0.52
360.67,-7.85,-0.03,0.30,0.31
375.68,-8.18,-0.02,0.45,0.45
390.26,-8.37,-0.01,0.52,0.54
405.42,-8.46,-0.00,0.61,0.61
418.46,-8.48,0.00,0.50,0.51
431.37,-8.46,0.01,0.44,0.46
446.80,-8.33,0.01,0.43,0.43
461.81,-8.09,0.02,0.93,1.00
477.24,-7.69,0.03,0.37,0.39
489.44,-7.34,0.03,0.42,0.44
502.05,-6.90,0.03,0.26,0.26
513.55,-6.51,0.03,0.44,0.45
525.61,-6.12,0.03,0.71,0.69
538.09,-5.72,0.03,0.37,0.35
552.39,-5.29,0.03,0.41,0.42
563.89,-4.94,0.03,0.23,0.23
577.21,-4.57,0.03,0.34,0.34
588.85,-4.27,0.02,0.35,0.34
603.86,-3.94,0.02,0.49,0.48
618.03,-3.72,0.01,0.34,0.33
629.67,-3.62,0.01,0.34,0.32
644.54,-3.53,0.01,0.29,0.29
657.73,-3.46,0.01,0.29,0.29
669.65,-3.35,0.02,0.30,0.31
681.99,-3.08,0.03,0.37,0.41
693.77,-2.74,0.03,0.15,0.14
705.55,-2.39,0.03,0.39,0.39
717.47,-2.05,0.03,0.21,0.23
729.39,-1.70,0.03,0.39,0.37
740.61,-1.40,0.02,0.46,0.43
751.97,-1.19,0.01,0.17,0.16
764.46,-1.09,0.00,0.16,0.16
776.24,-1.07,-0.00,0.20,0.20
789.85,-1.15,-0.01,0.19,0.18
801.21,-1.31,-0.02,0.30,0.28
814.40,-1.55,-0.02,0.17,0.17
827.16,-1.85,-0.03,0.28,0.26
838.52,-2.12,-0.02,0.19,0.19
850.30,-2.36,-0.02,0.17,0.17
863.49,-2.58,-0.02,0.26,0.29
875.97,-2.75,-0.01,0.24,0.24
889.30,-2.93,-0.02,0.15,0.15
900.52,-3.15,-0.02,0.24,0.24
912.16,-3.42,-0.03,0.18,0.18
923.80,-3.73,-0.03,0.17,0.17
935.86,-4.08,-0.03,0.12,0.12
947.50,-4.41,-0.03,0.24,0.25
959.28,-4.70,-0.02,0.18,0.18
971.06,-4.94,-0.02,0.18,0.16
983.26,-5.17,-0.02,0.20,0.22
995.47,-5.28,0.01,0.06,0.10
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
