x, y, theta
13.61,0.05,0.00,0.20,0.20
27.92,0.10,0.00,0.29,0.29
42.51,0.16,0.00,0.51,0.49
57.94,0.21,0.00,0.32,0.32
72.67,0.25,0.01,0.38,0.38
86.42,0.32,0.00,0.40,0.41
99.60,0.34,0.00,0.28,0.28
112.79,0.34,0.00,0.46,0.46
126.82,0.32,0.00,0.36,0.36
142.95,0.29,-0.00,0.45,0.46
154.18,0.25,-0.00,0.41,0.39
168.91,0.22,0.00,0.33,0.33
184.34,0.26,0.00,0.54,0.54
200.47,0.24,-0.00,0.72,0.70
215.34,0.19,-0.00,0.89,0.86
229.09,0.14,-0.00,0.51,0.51
243.68,0.10,-0.00,0.59,0.59
259.11,0.05,-0.00,0.55,0.53
275.81,-0.01,0.00,0.97,0.99
287.73,-0.02,-0.00,0.67,0.66
298.95,-0.06,-0.00,0.33,0.30
311.30,-0.10,-0.00,0.68,0.71
330.10,-0.18,-0.00,0.74,0.74
342.44,-0.22,-0.00,0.59,0.59
353.67,-0.24,0.00,0.96,0.99
365.17,-0.19,0.01,0.46,0.49
376.39,-0.06,0.01,0.97,0.99
390.56,0.08,0.01,0.56,0.54
404.73,0.17,0.00,0.88,0.87
416.09,0.19,0.00,0.38,0.36
432.93,0.19,0.00,0.48,0.47
447.94,0.19,-0.00,0.83,0.83
460.28,0.16,0.00,0.42,0.42
475.86,0.23,0.01,0.38,0.37
489.60,0.32,0.01,0.49,0.49
503.63,0.41,0.01,0.51,0.48
516.96,0.48,0.00,0.51,0.50
528.46,0.51,0.00,0.63,0.65
544.60,0.53,0.00,0.27,0.27
558.63,0.53,0.00,0.84,0.82
574.62,0.52,0.00,0.46,0.44
585.98,0.49,-0.00,0.40,0.40
601.55,0.47,0.00,0.58,0.58
618.67,0.45,0.00,0.48,0.47
630.73,0.45,0.00,0.47,0.48
643.92,0.47,0.00,0.44,0.45
655.56,0.47,0.00,0.44,0.42
667.63,0.51,0.00,0.72,0.73
681.38,0.55,0.00,0.40,0.44
696.39,0.56,0.00,0.43,0.44
708.31,0.56,0.00,0.39,0.40
722.48,0.58,0.00,0.42,0.42
735.11,0.57,0.00,0.36,0.36
746.75,0.55,-0.00,0.71,0.68
760.92,0.52,0.00,0.34,0.34
775.51,0.52,0.00,0.31,0.31
790.24,0.51,-0.00,0.32,0.32
804.83,0.47,-0.00,0.30,0.31
817.74,0.45,-0.00,0.47,0.47
831.63,0.36,-0.01,0.66,0.62
844.67,0.29,-0.00,0.20,0.20
855.90,0.29,0.00,0.14,0.14
867.12,0.35,0.01,0.18,0.19
878.48,0.47,0.01,0.15,0.15
891.67,0.64,0.01,0.35,0.35
904.57,0.79,0.01,0.34,0.34
918.04,0.96,0.01,0.35,0.37
929.82,1.09,0.01,0.18,0.16
942.03,1.25,0.02,0.14,0.14
955.21,1.52,0.02,0.11,0.11
966.85,1.78,0.03,0.24,0.25
978.77,2.09,0.03,0.17,0.17
990.97,2.43,0.03,0.18,0.18
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
