x, y, theta, left_speed, right_speed
11.22,0.19,0.01,0.14,0.13
24.55,0.30,0.00,0.17,0.15
37.17,0.28,-0.01,0.38,0.34
49.24,0.16,-0.01,0.33,0.34
62.71,0.05,-0.01,0.40,0.39
74.63,-0.08,-0.01,0.51,0.49
90.34,-0.28,-0.01,0.54,0.54
105.77,-0.41,-0.01,0.41,0.41
122.19,-0.48,-0.00,0.41,0.43
133.83,-0.51,0.00,0.31,0.32
145.05,-0.49,0.01,0.69,0.71
157.82,-0.41,0.01,0.30,0.31
172.27,-0.27,0.01,0.51,0.51
188.82,-0.03,0.02,0.41,0.42
203.55,0.25,0.02,0.43,0.43
218.14,0.51,0.02,0.94,0.91
233.85,0.78,0.02,0.39,0.39
247.31,0.98,0.02,0.43,0.43
263.02,1.24,0.02,1.00,1.00
274.66,1.42,0.01,0.72,0.71
288.83,1.61,0.01,0.50,0.48
304.26,1.77,0.01,0.43,0.43
315.91,1.88,0.01,0.38,0.37
331.34,1.95,0.00,0.36,0.35
349.01,1.97,0.00,0.78,0.78
362.20,1.97,0.00,0.48,0.46
375.53,1.95,-0.00,0.52,0.50
390.96,1.87,-0.01,0.48,0.48
408.78,1.68,-0.01,0.79,0.76
424.07,1.46,-0.02,0.43,0.43
435.29,1.28,-0.02,0.37,0.36
447.91,1.06,-0.02,0.47,0.47
463.06,0.72,-0.02,0.41,0.43
478.07,0.38,-0.03,0.98,0.96
493.91,-0.05,-0.03,0.39,0.38
506.39,-0.42,-0.03,0.48,0.48
518.73,-0.81,-0.03,0.49,0.48
532.19,-1.26,-0.03,0.45,0.45
543.69,-1.63,-0.03,0.44,0.44
556.17,-2.02,-0.03,0.44,0.44
570.47,-2.42,-0.03,0.42,0.42
583.94,-2.81,-0.03,0.84,0.84
597.68,-3.21,-0.03,0.32,0.32
614.37,-3.68,-0.03,0.43,0.43
626.85,-3.99,-0.02,0.32,0.34
640.87,-4.26,-0.02,0.36,0.38
653.08,-4.41,-0.01,0.27,0.29
667.81,-4.48,-0.00,0.24,0.26
680.71,-4.48,0.00,0.37,0.38
695.87,-4.39,0.01,0.27,0.28
710.45,-4.20,0.02,0.20,0.22
721.82,-3.99,0.03,0.31,0.33
736.12,-3.60,0.03,0.43,0.46
748.74,-3.18,0.03,0.25,0.23
761.64,-2.77,0.03,0.35,0.35
774.26,-2.35,0.03,0.30,0.30
786.18,-1.97,0.04,0.49,0.52
799.08,-1.51,0.04,0.28,0.28
811.13,-1.08,0.04,0.34,0.34
823.89,-0.60,0.04,0.13,0.14
835.94,-0.12,0.05,0.19,0.22
847.16,0.42,0.05,0.30,0.32
859.48,1.08,0.06,0.27,0.29
871.39,1.78,0.06,0.22,0.22
883.71,2.57,0.07,0.16,0.17
897.56,3.54,0.07,0.16,0.16
910.02,4.43,0.07,0.09,0.09
921.21,5.25,0.07,0.14,0.14
933.66,6.18,0.08,0.09,0.08
945.97,7.12,0.08,0.12,0.13
958.00,7.99,0.06,0.19,0.16
969.35,8.67,0.05,0.24,0.22
981.82,9.09,0.01,0.35,0.27
994.03,8.97,-0.05,0.13,0.07
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
