x, y, theta, left_speed, right_speed
12.63,0.03,0.01,0.11,0.11
25.11,0.09,0.00,0.17,0.19
36.33,0.10,-0.00,0.16,0.16
48.68,0.04,-0.00,0.19,0.19
60.60,0.02,0.00,0.55,0.55
72.11,0.06,0.01,0.32,0.34
86.42,0.17,0.01,0.29,0.29
98.06,0.25,0.01,0.31,0.34
111.25,0.41,0.02,0.60,0.61
122.75,0.60,0.02,0.68,0.68
138.18,0.85,0.02,0.38,0.38
149.68,1.04,0.02,0.38,0.38
163.15,1.26,0.02,0.38,0.38
177.03,1.47,0.01,0.54,0.52
191.76,1.66,0.02,0.35,0.35
205.93,1.88,0.01,0.31,0.31
219.68,2.07,0.01,0.47,0.49
234.27,2.26,0.01,0.64,0.62
247.45,2.38,0.01,0.31,0.31
262.18,2.46,0.00,0.45,0.45
279.72,2.50,-0.00,0.48,0.48
295.43,2.45,-0.01,0.45,0.44
306.93,2.38,-0.01,0.40,0.38
322.37,2.28,-0.01,0.33,0.33
337.66,2.13,-0.01,0.44,0.42
352.95,1.95,-0.01,0.43,0.43
366.83,1.77,-0.02,0.51,0.51
379.46,1.57,-0.02,0.72,0.70
392.92,1.35,-0.02,0.29,0.29
408.21,1.10,-0.02,0.37,0.36
425.19,0.80,-0.02,0.48,0.50
438.65,0.58,-0.02,0.26,0.26
452.82,0.35,-0.02,0.40,0.40
466.99,0.10,-0.02,0.54,0.57
481.86,-0.14,-0.02,0.37,0.37
495.88,-0.37,-0.02,0.51,0.53
509.49,-0.58,-0.01,0.62,0.62
522.82,-0.72,-0.01,0.30,0.31
536.56,-0.86,-0.01,0.49,0.47
549.05,-1.01,-0.01,0.30,0.30
562.09,-1.17,-0.01,0.45,0.47
574.16,-1.28,-0.01,0.26,0.26
586.78,-1.41,-0.01,0.43,0.43
601.09,-1.54,-0.00,0.40,0.42
616.66,-1.59,-0.00,0.33,0.33
629.99,-1.61,-0.00,0.29,0.29
642.48,-1.63,-0.00,0.28,0.30
654.54,-1.62,-0.01,0.41,0.38
666.47,-1.68,-0.00,0.20,0.21
678.25,-1.72,-0.00,0.51,0.48
690.74,-1.75,-0.00,0.26,0.27
704.34,-1.73,0.00,0.25,0.25
715.57,-1.69,0.01,0.31,0.31
728.75,-1.55,0.01,0.18,0.18
741.10,-1.42,0.01,0.23,0.22
753.86,-1.29,0.01,0.19,0.19
765.37,-1.21,0.01,0.15,0.16
776.73,-1.17,-0.00,0.28,0.28
788.51,-1.21,-0.00,0.21,0.20
801.14,-1.24,-0.00,0.22,0.22
812.36,-1.28,-0.00,0.29,0.26
824.15,-1.37,-0.01,0.26,0.24
835.37,-1.49,-0.01,0.14,0.15
847.29,-1.56,-0.00,0.26,0.26
859.22,-1.55,0.00,0.19,0.19
872.69,-1.52,0.00,0.22,0.22
884.75,-1.44,0.01,0.15,0.16
897.52,-1.26,0.02,0.10,0.14
909.72,-0.99,0.02,0.13,0.14
921.78,-0.69,0.03,0.20,0.22
934.12,-0.29,0.04,0.11,0.13
945.47,0.15,0.05,0.13,0.13
957.25,0.64,0.04,0.08,0.08
970.01,1.06,0.03,0.10,0.11
981.79,1.38,0.02,0.12,0.10
993.85,1.63,0.02,0.13,0.12
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00
