yaw
0.00
-0.10
-0.10
-0.10
-0.09
-0.09
-0.09
-0.09
-0.09
-0.09
-0.08
-0.08
-0.08
-0.07
-0.07
-0.07
-0.07
-0.06
-0.06
-0.06
-0.04
-0.04
-0.04
-0.02
-0.02
-0.02
0.01
0.01
0.01
0.05
0.05
0.05
0.05
0.10
0.10
0.10
0.13
0.13
0.13
0.17
0.17
0.17
0.21
0.21
0.21
0.25
0.25
0.25
0.25
0.29
0.29
0.29
0.34
0.34
0.34
0.38
0.38
0.38
0.42
0.42
0.42
0.45
0.45
0.45
0.45
0.49
0.49
0.49
0.52
0.52
0.52
0.56
0.56
0.56
0.60
0.60
0.60
0.60
0.64
0.64
0.64
0.69
0.69
0.69
0.74
0.74
0.74
0.78
0.78
0.78
0.83
0.83
0.83
0.83
0.88
0.88
0.88
0.93
0.93
0.93
0.99
0.99
0.99
1.05
1.05
1.05
1.05
1.11
1.11
1.11
1.16
1.16
1.16
1.48
1.48
1.48
2.05
2.05
2.05
3.00
3.00
3.00
3.00
4.36
4.36
4.36
5.44
5.44
5.44
5.95
5.95
5.95
5.88
5.88
5.88
5.46
5.46
5.46
5.46
5.11
5.11
5.11
4.69
4.69
4.69
4.31
4.31
4.31
4.10
4.10
4.10
4.09
4.09
4.09
4.09
4.16
4.16
4.16
4.40
4.40
4.40
4.83
4.83
4.83
5.23
5.23
5.23
5.68
5.68
5.68
5.68
6.11
6.11
6.11
6.59
6.59
6.59
7.09
7.09
7.09
7.55
7.55
7.55
7.96
7.96
7.96
7.96
8.33
8.33
8.33
8.63
8.63
8.63
8.89
8.89
8.89
9.11
9.11
9.11
9.30
9.30
9.30
9.30
9.51
9.51
9.51
9.70
9.70
9.70
9.87
9.87
9.87
10.04
10.04
10.04
10.04
10.21
10.21
10.21
10.29
10.29
10.29
10.38
10.38
10.38
10.46
10.46
10.46
10.49
10.49
10.49
10.49
10.62
10.62
10.62
11.28
11.28
11.28
11.93
11.93
11.93
12.45
12.45
12.45
12.93
12.93
12.93
12.93
13.37
13.37
