x, y, theta, left_speed, right_speed, left_bump, right_bump
15.01,0.18,0.02,0.17,0.17,0.09,0.10
30.30,0.37,0.01,0.14,0.13,0.08,0.11
46.29,0.58,0.01,0.46,0.46,0.05,0.08
62.42,0.76,0.00,0.55,0.51,0.05,0.10
80.38,0.77,-0.00,0.47,0.45,0.06,0.09
95.25,0.71,-0.01,0.36,0.36,0.02,0.05
110.26,0.55,-0.01,0.38,0.36,0.04,0.07
126.95,0.33,-0.01,0.21,0.21,0.03,0.04
143.93,0.16,-0.01,0.42,0.40,0.03,0.07
159.08,-0.04,-0.01,0.44,0.44,0.03,0.05
172.83,-0.20,-0.01,0.35,0.35,0.04,0.04
187.55,-0.42,-0.02,0.43,0.43,0.04,0.06
204.39,-0.73,-0.02,0.49,0.48,0.03,0.05
223.18,-1.03,-0.02,0.50,0.50,0.03,0.05
236.79,-1.25,-0.01,0.47,0.48,0.03,0.05
251.66,-1.44,-0.01,0.33,0.33,0.03,0.06
269.19,-1.60,-0.01,0.51,0.51,0.03,0.04
283.36,-1.71,-0.01,0.46,0.45,0.01,0.04
298.93,-1.81,-0.00,0.48,0.48,-0.01,0.05
314.51,-1.89,-0.01,0.57,0.57,-0.00,0.03
329.80,-1.97,-0.00,0.26,0.26,-0.00,0.06
345.09,-2.02,0.00,0.61,0.61,0.01,0.05
361.78,-2.06,0.00,0.47,0.48,0.01,0.02
380.44,-2.03,0.00,0.37,0.37,-0.00,0.05
398.68,-2.03,0.00,0.49,0.47,-0.00,0.02
416.63,-2.03,0.00,0.47,0.47,0.02,0.05
435.15,-2.03,0.00,0.34,0.34,-0.00,0.04
449.88,-2.02,0.00,0.51,0.53,0.01,-0.00
467.98,-1.96,0.01,0.62,0.62,0.01,0.02
483.83,-1.88,0.00,0.30,0.30,0.01,0.01
498.56,-1.84,0.01,0.31,0.31,0.02,0.03
513.29,-1.78,0.00,0.32,0.32,0.01,0.02
528.58,-1.73,0.01,0.48,0.48,0.01,0.01
546.54,-1.57,0.01,0.32,0.34,0.04,0.03
561.55,-1.36,0.02,0.19,0.19,0.03,0.02
576.56,-1.12,0.02,0.62,0.63,0.03,0.02
591.85,-0.84,0.02,0.36,0.36,0.02,0.01
607.00,-0.59,0.02,0.36,0.36,0.02,0.01
621.59,-0.36,0.02,0.36,0.36,0.01,0.02
636.03,-0.13,0.01,0.19,0.19,0.02,0.01
653.29,0.06,0.01,0.38,0.39,0.03,0.04
669.14,0.26,0.01,0.28,0.26,0.03,0.02
684.57,0.45,0.01,0.28,0.28,0.05,0.06
700.42,0.65,0.01,0.15,0.14,0.04,0.03
716.13,0.70,-0.00,0.27,0.25,0.06,0.02
729.88,0.61,-0.01,0.21,0.20,0.06,0.00
745.45,0.45,-0.01,0.19,0.19,0.07,0.01
759.34,0.25,-0.02,0.28,0.27,0.05,-0.00
774.07,-0.03,-0.02,0.22,0.20,0.05,0.00
787.81,-0.36,-0.03,0.18,0.20,0.02,-0.00
802.68,-0.74,-0.03,0.16,0.15,0.03,-0.01
816.98,-1.09,-0.02,0.19,0.19,0.07,-0.00
831.43,-1.35,-0.02,0.11,0.11,0.07,0.00
845.74,-1.60,-0.02,0.17,0.18,0.12,0.01
860.61,-1.84,-0.02,0.11,0.14,0.11,0.00
875.90,-2.09,-0.02,0.09,0.08,0.08,-0.01
890.06,-2.41,-0.02,0.17,0.15,0.08,-0.01
906.05,-2.78,-0.02,0.10,0.11,0.08,-0.01
919.80,-3.04,-0.02,0.14,0.15,0.07,-0.00
933.40,-3.26,-0.01,0.17,0.17,0.08,0.00
948.41,-3.50,-0.02,0.14,0.14,0.06,0.01
962.44,-3.75,-0.02,0.17,0.19,0.04,-0.00
977.45,-4.04,-0.02,0.26,0.28,0.10,0.03
992.17,-4.36,-0.02,0.24,0.21,0.05,0.01
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
