x, y, theta, left_speed, right_speed, left_bump, right_bump
15.43,0.01,0.00,0.28,0.28,0.15,0.10
31.14,0.03,0.00,0.32,0.30,0.13,0.12
47.28,0.02,-0.00,0.26,0.28,0.09,0.10
61.73,-0.03,0.00,0.40,0.41,0.07,0.06
76.32,-0.03,0.00,0.30,0.28,0.06,0.10
93.15,-0.04,0.00,0.27,0.27,0.09,0.10
109.43,-0.08,-0.01,0.34,0.33,0.07,0.10
125.14,-0.18,-0.01,0.36,0.36,0.06,0.10
140.15,-0.31,-0.01,0.38,0.38,0.06,0.09
156.70,-0.47,-0.01,0.40,0.40,0.06,0.10
173.25,-0.64,-0.01,0.35,0.37,0.06,0.10
190.79,-0.80,-0.01,0.40,0.42,0.03,0.14
204.68,-0.90,-0.01,0.31,0.31,0.03,0.11
220.67,-1.04,-0.00,0.65,0.65,0.03,0.12
235.26,-1.10,-0.00,0.56,0.56,0.02,0.08
250.13,-1.16,-0.00,0.61,0.60,0.03,0.14
265.70,-1.23,-0.01,0.25,0.26,0.02,0.10
283.24,-1.31,-0.00,0.57,0.59,-0.01,0.09
298.81,-1.34,-0.00,0.66,0.68,0.02,0.10
314.52,-1.34,-0.00,0.45,0.45,0.01,0.08
331.50,-1.30,0.00,0.46,0.46,0.01,0.07
351.14,-1.23,0.00,0.38,0.38,0.02,0.09
367.97,-1.18,0.00,0.58,0.58,0.01,0.07
383.12,-1.12,0.00,0.26,0.26,0.02,0.08
398.13,-1.04,0.01,0.41,0.41,0.01,0.06
412.72,-0.95,0.01,0.93,0.95,0.01,0.10
428.15,-0.83,0.01,0.26,0.25,0.03,0.11
443.03,-0.72,0.01,0.33,0.33,0.00,0.07
459.58,-0.62,0.01,0.70,0.71,0.03,0.09
474.73,-0.51,0.01,0.55,0.53,0.02,0.04
491.00,-0.40,0.01,0.44,0.43,0.01,0.08
509.38,-0.28,0.00,0.36,0.35,0.01,0.07
527.62,-0.19,0.00,0.33,0.33,0.03,0.07
544.87,-0.15,-0.00,0.44,0.44,0.03,0.07
562.27,-0.15,-0.00,0.23,0.23,0.02,0.09
578.82,-0.15,-0.00,0.41,0.40,0.05,0.12
594.68,-0.15,0.00,0.35,0.35,0.01,0.08
610.81,-0.12,-0.00,0.29,0.28,0.04,0.11
624.98,-0.12,-0.00,0.43,0.43,0.04,0.08
640.55,-0.14,-0.00,0.76,0.76,0.03,0.05
655.98,-0.14,-0.00,0.44,0.47,0.05,0.06
672.40,-0.11,0.00,0.36,0.36,0.03,0.07
686.56,-0.04,0.01,0.33,0.33,0.04,0.06
700.31,0.05,0.01,0.59,0.59,0.10,0.11
717.43,0.17,0.01,0.17,0.17,0.09,0.08
733.98,0.31,0.01,0.46,0.47,0.08,0.07
748.71,0.44,0.01,0.27,0.27,0.08,0.09
763.02,0.59,0.01,0.31,0.32,0.13,0.10
777.75,0.75,0.01,0.42,0.42,0.09,0.06
793.18,0.94,0.01,0.16,0.16,0.16,0.13
807.63,1.18,0.02,0.22,0.24,0.07,0.06
822.21,1.56,0.03,0.25,0.25,0.15,0.12
835.95,1.96,0.03,0.14,0.14,0.18,0.13
851.24,2.41,0.03,0.13,0.14,0.16,0.11
866.24,2.89,0.03,0.22,0.25,0.19,0.11
880.27,3.31,0.04,0.18,0.18,0.17,0.12
895.97,3.89,0.04,0.17,0.17,0.19,0.10
912.79,4.59,0.04,0.19,0.19,0.18,0.11
927.93,5.20,0.04,0.18,0.19,0.21,0.12
944.18,5.91,0.04,0.35,0.35,0.16,0.09
957.92,6.47,0.04,0.34,0.34,0.15,0.05
973.06,7.16,0.05,0.22,0.22,0.20,0.10
987.07,7.83,0.05,0.24,0.24,0.19,0.07
1000.95,8.40,0.03,0.43,0.34,0.23,0.07
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
