x, y, theta, left_speed, right_speed, left_bump, right_bump
15.29,0.05,0.01,0.26,0.28,0.09,0.06
31.00,0.13,0.00,0.25,0.25,0.09,0.06
45.73,0.14,0.00,0.28,0.28,0.08,0.05
62.01,0.18,0.01,0.49,0.53,0.07,0.05
75.75,0.36,0.01,0.25,0.27,0.07,0.04
90.48,0.53,0.01,0.29,0.29,0.07,0.04
106.34,0.67,0.01,0.66,0.63,0.06,0.03
120.50,0.75,0.00,0.52,0.50,0.07,0.04
134.25,0.78,0.00,0.59,0.59,0.06,0.03
152.21,0.86,0.00,0.23,0.23,0.06,0.03
170.17,0.94,0.00,0.47,0.47,0.07,0.05
189.10,1.05,0.01,0.37,0.37,0.07,0.04
208.32,1.16,0.00,0.39,0.37,0.05,0.03
228.25,1.19,0.00,0.26,0.27,0.05,0.02
242.27,1.22,0.00,0.29,0.28,0.06,0.03
258.55,1.25,0.00,0.45,0.46,0.05,0.02
276.78,1.31,0.00,0.51,0.51,0.03,0.01
291.37,1.39,0.00,0.50,0.51,0.05,0.03
309.19,1.49,0.01,0.65,0.63,0.03,0.00
325.89,1.57,0.00,0.36,0.36,0.04,0.03
341.88,1.62,0.00,0.46,0.44,0.05,0.04
360.68,1.66,0.00,0.54,0.55,0.04,0.06
377.65,1.67,-0.00,0.38,0.38,0.05,0.10
393.08,1.68,-0.00,0.41,0.42,0.01,0.06
409.36,1.68,-0.01,0.44,0.42,0.01,0.07
428.72,1.52,-0.01,0.50,0.48,0.02,0.04
444.29,1.30,-0.02,0.47,0.45,0.01,0.07
460.70,0.98,-0.03,0.44,0.42,0.01,0.08
475.00,0.61,-0.03,0.32,0.32,0.01,0.08
490.29,0.22,-0.03,0.66,0.66,0.02,0.07
507.82,-0.31,-0.03,0.33,0.34,0.01,0.03
524.50,-0.86,-0.04,0.71,0.69,0.01,0.04
540.35,-1.40,-0.03,0.39,0.39,0.01,0.05
555.91,-1.84,-0.02,0.35,0.37,-0.00,0.05
571.20,-2.15,-0.01,0.36,0.37,0.01,0.07
586.21,-2.31,-0.00,0.61,0.66,0.01,0.05
601.50,-2.32,-0.00,0.42,0.40,0.01,-0.00
615.95,-2.32,0.00,0.41,0.42,0.01,0.04
630.12,-2.26,0.01,0.28,0.30,-0.00,-0.01
645.83,-2.06,0.01,0.26,0.26,-0.00,-0.01
661.68,-1.85,0.02,0.17,0.16,0.01,0.04
676.97,-1.63,0.01,0.28,0.28,0.01,0.04
692.68,-1.42,0.01,0.39,0.40,0.02,0.05
708.25,-1.23,0.02,0.16,0.17,0.01,0.04
722.00,-1.05,0.01,0.32,0.32,-0.00,0.03
737.85,-0.85,0.02,0.25,0.26,0.03,0.11
752.44,-0.52,0.03,0.15,0.15,0.01,0.02
766.88,-0.06,0.03,0.14,0.14,0.01,0.06
782.87,0.39,0.03,0.15,0.16,-0.00,0.04
798.29,0.84,0.03,0.25,0.25,0.01,0.04
812.60,1.24,0.03,0.36,0.36,-0.00,0.02
826.90,1.69,0.04,0.30,0.30,0.01,0.00
841.20,2.24,0.04,0.34,0.32,-0.00,0.02
856.89,2.92,0.04,0.14,0.14,0.01,0.01
873.01,3.62,0.05,0.22,0.22,0.01,0.03
888.29,4.34,0.05,0.35,0.36,0.01,0.01
903.70,5.09,0.04,0.24,0.24,0.00,0.04
918.70,5.69,0.04,0.19,0.18,0.01,0.02
933.56,6.26,0.04,0.23,0.24,0.00,0.04
948.14,6.83,0.04,0.13,0.14,0.01,0.02
962.29,7.44,0.05,0.19,0.21,0.01,0.01
977.14,8.22,0.05,0.19,0.19,0.02,0.04
992.84,8.97,0.03,0.20,0.16,0.01,0.02
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
