x, y, theta, left_speed, right_speed, left_bump, right_bump
14.45,0.16,0.01,0.20,0.17,0.19,0.10
29.32,0.21,-0.00,0.22,0.18,0.20,0.08
43.91,0.14,-0.01,0.30,0.28,0.18,0.11
59.20,-0.01,-0.01,0.63,0.61,0.19,0.11
72.81,-0.13,-0.01,0.42,0.39,0.17,0.10
88.66,-0.31,-0.01,0.34,0.32,0.19,0.14
104.51,-0.56,-0.02,0.32,0.30,0.16,0.09
120.64,-0.80,-0.01,0.38,0.40,0.11,0.08
137.47,-1.02,-0.01,0.40,0.41,0.10,0.07
151.64,-1.18,-0.01,0.42,0.42,0.10,0.09
166.93,-1.31,-0.01,0.45,0.47,0.10,0.08
185.59,-1.41,-0.00,0.37,0.37,0.10,0.08
204.39,-1.47,-0.00,0.33,0.34,0.12,0.13
218.70,-1.51,-0.00,0.43,0.44,0.10,0.09
234.83,-1.57,-0.00,0.40,0.42,0.08,0.09
253.49,-1.51,0.00,0.24,0.24,0.04,0.08
273.55,-1.39,0.01,0.26,0.26,0.04,0.12
292.91,-1.27,0.01,0.46,0.45,0.01,0.07
310.59,-1.21,-0.00,0.59,0.58,0.03,0.09
326.30,-1.21,-0.00,0.26,0.26,0.03,0.06
342.71,-1.21,-0.00,0.48,0.48,0.03,0.07
360.11,-1.26,-0.00,0.50,0.50,0.03,0.09
379.33,-1.29,-0.00,0.40,0.41,0.02,0.04
393.92,-1.30,-0.00,0.34,0.34,0.02,0.11
409.91,-1.30,-0.00,0.66,0.66,0.02,0.03
424.08,-1.33,-0.00,0.40,0.38,0.01,0.06
437.97,-1.37,-0.01,0.54,0.54,0.01,0.08
452.28,-1.47,-0.01,0.33,0.32,0.03,0.10
469.95,-1.61,-0.01,0.43,0.42,0.04,0.07
484.82,-1.70,-0.01,0.53,0.53,0.03,0.07
503.48,-1.82,-0.00,0.65,0.66,0.01,0.07
519.62,-1.86,-0.00,0.34,0.34,0.01,0.05
534.63,-1.85,0.00,0.32,0.34,0.01,0.05
549.92,-1.80,0.01,0.32,0.32,0.04,0.08
565.77,-1.69,0.01,0.30,0.31,0.02,0.13
579.52,-1.55,0.02,0.50,0.50,0.03,0.11
595.79,-1.29,0.02,0.48,0.48,0.01,0.09
611.50,-1.03,0.02,0.75,0.75,0.01,0.06
629.03,-0.75,0.02,0.38,0.38,0.05,0.09
644.88,-0.49,0.02,0.33,0.33,0.09,0.07
661.86,-0.21,0.02,0.29,0.29,0.08,0.08
679.39,0.10,0.02,0.34,0.34,0.13,0.12
693.28,0.32,0.02,0.25,0.25,0.09,0.07
707.72,0.57,0.02,0.36,0.36,0.10,0.07
722.59,0.81,0.02,0.21,0.20,0.10,0.07
738.16,0.98,0.01,0.26,0.26,0.13,0.09
751.91,1.19,0.02,0.33,0.33,0.08,0.07
767.48,1.47,0.02,0.38,0.38,0.11,0.10
782.35,1.78,0.02,0.24,0.24,0.11,0.13
796.51,2.14,0.03,0.20,0.20,0.06,0.12
810.82,2.45,0.02,0.20,0.20,0.05,0.11
826.25,2.68,0.01,0.17,0.16,0.03,0.10
840.00,2.79,0.01,0.24,0.22,0.06,0.14
854.73,2.81,-0.00,0.22,0.20,0.06,0.11
869.88,2.71,-0.01,0.24,0.24,0.10,0.14
885.45,2.53,-0.01,0.20,0.20,0.10,0.14
900.18,2.33,-0.02,0.20,0.20,0.09,0.08
914.20,2.12,-0.02,0.22,0.22,0.07,0.07
927.81,1.92,-0.01,0.15,0.14,0.11,0.10
941.42,1.76,-0.01,0.16,0.16,0.10,0.11
955.31,1.64,-0.01,0.37,0.39,0.12,0.10
969.48,1.58,-0.00,0.17,0.17,0.10,0.09
984.63,1.59,0.00,0.22,0.22,0.10,0.08
998.80,1.67,0.01,0.12,0.12,0.10,0.09
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
