x, y, theta, left_speed, right_speed, left_bump, right_bump
14.17,0.20,0.02,0.21,0.24,0.10,0.11
29.04,0.47,0.02,0.17,0.17,0.09,0.10
43.76,0.69,0.01,0.32,0.32,0.06,0.08
59.48,0.93,0.01,0.49,0.48,0.06,0.08
77.15,1.07,-0.00,0.29,0.28,0.09,0.10
91.46,1.07,-0.01,0.47,0.45,0.08,0.06
106.33,0.98,-0.01,0.30,0.30,0.07,0.06
122.18,0.86,-0.01,0.51,0.53,0.06,0.05
139.02,0.70,-0.01,0.54,0.54,0.07,0.05
157.11,0.51,-0.01,0.32,0.32,0.07,0.06
174.37,0.33,-0.01,0.39,0.39,0.04,0.04
192.18,0.14,-0.01,0.24,0.24,0.05,0.06
210.14,-0.01,-0.01,0.23,0.23,0.01,0.03
227.25,-0.12,-0.01,0.24,0.24,0.03,0.04
244.23,-0.19,-0.00,0.22,0.21,0.01,0.02
258.82,-0.28,-0.01,0.51,0.48,0.04,0.04
277.76,-0.46,-0.01,0.41,0.40,0.04,0.03
292.63,-0.62,-0.01,0.44,0.44,0.05,0.02
311.84,-0.85,-0.01,0.40,0.40,0.06,0.03
326.01,-0.96,-0.01,0.55,0.57,0.07,0.03
341.73,-1.08,-0.01,0.41,0.39,0.06,0.00
355.61,-1.27,-0.02,0.40,0.40,0.06,-0.00
370.76,-1.52,-0.02,0.63,0.63,0.04,0.00
388.58,-1.76,-0.01,0.38,0.37,0.06,0.00
406.81,-1.96,-0.01,0.36,0.38,0.07,0.00
424.21,-2.05,-0.00,0.23,0.24,0.02,0.01
441.04,-2.01,0.01,0.40,0.42,0.10,0.04
459.00,-1.87,0.01,0.35,0.35,0.04,0.00
475.83,-1.70,0.01,0.43,0.45,0.06,0.02
492.25,-1.46,0.02,0.36,0.36,0.06,0.02
509.78,-1.15,0.02,0.23,0.23,0.04,0.00
523.94,-0.84,0.02,0.51,0.50,0.05,0.03
540.35,-0.47,0.02,0.75,0.75,0.04,0.01
556.34,-0.16,0.02,0.48,0.46,0.05,0.02
571.77,0.11,0.01,0.48,0.47,0.05,0.02
587.06,0.28,0.01,0.20,0.20,0.04,0.01
601.65,0.40,0.01,0.42,0.40,0.05,0.02
616.52,0.54,0.01,0.70,0.70,0.05,0.02
632.94,0.67,0.01,0.37,0.38,0.07,0.03
647.39,0.75,0.00,0.28,0.26,0.05,0.02
661.84,0.79,-0.00,0.36,0.34,0.06,0.02
676.15,0.74,-0.01,0.61,0.58,0.06,0.03
692.00,0.62,-0.01,0.36,0.35,0.07,0.04
708.27,0.46,-0.01,0.24,0.24,0.03,0.01
723.00,0.29,-0.01,0.28,0.26,0.07,0.05
738.71,0.08,-0.01,0.28,0.28,0.06,0.06
752.60,-0.10,-0.02,0.36,0.36,0.06,0.05
768.59,-0.37,-0.02,0.24,0.24,0.05,0.02
784.30,-0.75,-0.03,0.26,0.25,0.06,0.06
798.46,-1.21,-0.03,0.34,0.34,0.06,0.05
814.73,-1.67,-0.02,0.26,0.28,0.06,0.05
831.00,-1.94,-0.02,0.25,0.25,0.06,0.09
844.60,-2.26,-0.03,0.20,0.20,0.05,0.08
858.34,-2.67,-0.04,0.19,0.19,0.04,0.06
872.22,-3.19,-0.04,0.22,0.22,0.07,0.10
888.06,-3.84,-0.04,0.26,0.26,0.04,0.06
901.80,-4.41,-0.04,0.24,0.22,0.06,0.09
916.52,-5.02,-0.04,0.18,0.18,0.04,0.06
931.94,-5.61,-0.04,0.10,0.10,0.05,0.07
946.09,-6.16,-0.04,0.24,0.26,0.06,0.09
959.97,-6.75,-0.05,0.12,0.11,0.04,0.08
973.57,-7.35,-0.04,0.19,0.20,0.04,0.10
987.72,-7.93,-0.04,0.22,0.22,0.01,0.10
1002.44,-8.44,-0.02,0.20,0.24,0.02,0.12
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
