x, y, theta, left_speed, right_speed, left_bump, right_bump
14.45,0.12,0.00,0.17,0.17,0.12,0.06
29.88,0.14,-0.00,0.30,0.27,0.10,0.04
44.47,0.10,-0.00,0.20,0.20,0.14,0.06
58.92,0.06,0.00,0.18,0.18,0.11,0.02
76.04,0.05,0.00,0.34,0.34,0.10,0.03
90.35,0.06,0.00,0.48,0.50,0.09,0.01
104.79,0.09,0.00,0.31,0.31,0.09,0.02
119.95,0.14,0.00,0.27,0.27,0.06,0.01
135.80,0.19,0.01,0.36,0.35,0.09,0.01
152.35,0.30,0.01,0.37,0.40,0.09,0.00
166.24,0.39,0.01,0.40,0.42,0.11,0.02
180.27,0.55,0.01,0.87,0.88,0.10,0.01
195.42,0.72,0.01,0.32,0.32,0.09,0.02
214.92,0.93,0.01,0.48,0.50,0.09,0.01
230.07,1.12,0.01,0.60,0.62,0.07,0.01
245.92,1.29,0.01,0.60,0.59,0.10,0.01
261.63,1.48,0.01,0.63,0.64,0.07,0.01
281.83,1.69,0.01,0.27,0.26,0.09,0.03
295.72,1.79,0.01,0.50,0.48,0.09,0.01
312.97,1.90,0.00,0.58,0.57,0.08,0.01
328.97,1.99,0.00,0.26,0.26,0.09,0.01
346.22,2.07,0.01,0.60,0.60,0.07,0.01
362.36,2.15,0.00,0.36,0.35,0.07,0.01
377.79,2.15,-0.00,0.34,0.33,0.08,0.00
392.52,2.11,-0.01,0.54,0.52,0.06,0.02
408.23,2.02,-0.01,0.41,0.39,0.07,0.01
422.26,1.93,-0.01,0.47,0.47,0.08,-0.01
436.85,1.84,-0.01,0.45,0.45,0.06,0.01
453.40,1.73,-0.01,0.72,0.72,0.09,0.01
467.71,1.64,-0.01,0.40,0.40,0.07,0.01
481.74,1.56,-0.01,0.55,0.54,0.09,0.01
496.47,1.45,-0.01,0.34,0.32,0.07,0.01
513.86,1.28,-0.01,0.47,0.47,0.11,0.02
531.40,1.13,-0.01,0.37,0.37,0.09,0.01
546.55,1.02,-0.01,0.54,0.53,0.09,0.02
563.67,0.91,-0.01,0.80,0.80,0.08,0.02
580.78,0.80,-0.01,0.36,0.36,0.03,0.01
595.65,0.69,-0.01,0.30,0.30,0.13,0.02
611.92,0.57,-0.01,0.42,0.44,0.08,0.02
628.48,0.50,-0.00,0.22,0.24,0.10,0.02
643.07,0.49,-0.00,0.28,0.28,0.07,0.02
657.52,0.53,0.00,0.55,0.55,0.11,0.02
672.25,0.56,-0.00,0.28,0.28,0.08,0.02
686.28,0.52,-0.01,0.26,0.24,0.13,0.02
700.02,0.41,-0.01,0.30,0.29,0.11,0.02
714.61,0.33,-0.00,0.18,0.19,0.07,0.01
730.05,0.37,0.01,0.31,0.32,0.08,0.02
743.93,0.44,0.00,0.22,0.22,0.18,0.02
758.24,0.52,0.01,0.31,0.31,0.13,0.02
773.39,0.67,0.01,0.26,0.28,0.11,0.02
788.40,0.80,0.01,0.14,0.14,0.14,0.02
802.57,0.93,0.01,0.42,0.42,0.09,0.02
816.74,1.05,0.01,0.23,0.24,0.09,0.03
831.19,1.12,0.00,0.13,0.13,0.12,0.02
845.78,1.15,0.00,0.17,0.17,0.14,0.03
860.93,1.22,0.00,0.24,0.24,0.13,0.02
876.36,1.31,0.01,0.14,0.16,0.13,0.02
890.11,1.51,0.02,0.24,0.26,0.13,0.02
904.70,1.85,0.03,0.16,0.16,0.17,0.05
918.30,2.29,0.04,0.09,0.11,0.15,0.01
933.99,2.97,0.05,0.16,0.18,0.09,0.02
949.97,3.75,0.05,0.16,0.16,0.13,0.03
965.24,4.54,0.05,0.17,0.16,0.11,0.05
980.79,5.28,0.05,0.17,0.17,0.11,0.08
994.67,5.97,0.05,0.20,0.19,0.06,0.10
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
