x, y, theta, left_speed, right_speed, left_bump, right_bump
14.31,-0.03,-0.01,0.19,0.17,0.18,0.12
29.74,-0.11,-0.01,0.25,0.25,0.17,0.12
43.49,-0.19,-0.01,0.26,0.25,0.07,0.08
58.78,-0.33,-0.01,0.25,0.25,0.12,0.10
76.03,-0.48,-0.01,0.34,0.34,0.13,0.15
90.76,-0.61,-0.01,0.19,0.19,0.12,0.12
107.60,-0.79,-0.01,0.32,0.34,0.10,0.09
121.91,-0.93,-0.01,0.65,0.65,0.08,0.07
135.65,-1.06,-0.01,0.32,0.32,0.12,0.12
149.54,-1.16,-0.01,0.55,0.55,0.07,0.07
163.43,-1.24,-0.00,0.29,0.31,0.06,0.07
177.18,-1.28,-0.00,0.33,0.33,0.09,0.08
193.59,-1.31,-0.00,0.68,0.69,0.07,0.14
208.60,-1.31,0.00,0.58,0.58,0.06,0.08
225.44,-1.26,0.00,0.44,0.46,0.10,0.09
244.66,-1.16,0.01,0.25,0.25,0.05,0.09
263.46,-1.04,0.01,0.66,0.66,0.01,0.05
281.27,-0.91,0.01,0.23,0.23,0.03,0.10
299.79,-0.71,0.01,0.37,0.37,0.02,0.07
313.68,-0.57,0.01,0.31,0.32,0.01,0.10
327.42,-0.39,0.01,0.38,0.38,0.02,0.09
341.87,-0.20,0.01,0.42,0.41,0.01,0.05
357.30,-0.05,0.01,0.35,0.35,0.02,0.10
372.03,0.07,0.01,0.35,0.35,0.04,0.09
387.61,0.14,0.00,0.38,0.36,0.05,0.15
401.63,0.18,0.00,0.38,0.38,0.01,0.01
417.91,0.24,0.00,0.39,0.39,0.03,0.11
433.48,0.26,-0.00,0.54,0.54,0.01,0.06
448.21,0.26,-0.00,0.35,0.35,0.03,0.07
463.78,0.21,-0.01,0.56,0.56,0.06,0.07
477.67,0.15,-0.00,0.33,0.33,0.05,0.04
495.21,0.14,-0.00,0.24,0.24,0.07,0.10
511.76,0.14,-0.00,0.38,0.38,0.05,0.04
528.46,0.15,0.00,0.39,0.39,0.07,0.06
542.34,0.20,-0.00,0.42,0.41,0.07,0.06
559.46,0.20,-0.00,0.53,0.54,0.08,0.04
574.75,0.24,0.00,0.28,0.28,0.10,0.08
589.90,0.31,0.00,0.28,0.26,0.10,0.08
604.49,0.38,0.01,0.28,0.28,0.06,0.07
620.90,0.52,0.01,0.26,0.25,0.05,0.06
636.06,0.63,0.01,0.51,0.52,0.05,0.07
652.61,0.74,0.01,0.38,0.37,0.08,0.07
667.34,0.82,0.00,0.34,0.34,0.09,0.08
685.30,0.82,-0.00,0.48,0.46,0.11,0.09
699.89,0.78,-0.00,0.19,0.19,0.13,0.10
714.34,0.68,-0.01,0.28,0.26,0.10,0.08
728.78,0.55,-0.01,0.47,0.47,0.12,0.08
742.53,0.41,-0.01,0.56,0.52,0.06,0.03
759.93,0.20,-0.02,0.25,0.25,0.14,0.07
775.92,-0.08,-0.02,0.25,0.22,0.19,0.11
790.50,-0.46,-0.03,0.41,0.40,0.19,0.09
804.80,-0.89,-0.03,0.34,0.32,0.17,0.07
820.23,-1.32,-0.03,0.25,0.23,0.15,0.05
834.96,-1.72,-0.03,0.14,0.16,0.13,0.03
850.10,-2.09,-0.02,0.17,0.17,0.19,0.06
865.81,-2.38,-0.01,0.17,0.17,0.21,0.08
880.96,-2.58,-0.01,0.15,0.15,0.20,0.06
895.27,-2.71,-0.01,0.17,0.17,0.17,0.04
910.00,-2.78,-0.00,0.15,0.16,0.19,0.06
925.99,-2.89,-0.01,0.21,0.21,0.24,0.06
939.88,-3.00,-0.01,0.22,0.23,0.17,0.04
954.47,-3.10,-0.01,0.38,0.39,0.21,0.04
969.90,-3.19,-0.01,0.20,0.20,0.19,0.04
985.19,-3.24,-0.00,0.11,0.12,0.12,0.03
1000.21,-3.32,-0.01,0.18,0.17,0.18,0.02
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
