x, y, theta, left_speed, right_speed, left_bump, right_bump
15.01,0.10,0.01,0.17,0.17,0.20,0.11
30.44,0.21,0.00,0.24,0.23,0.13,0.06
48.82,0.27,0.01,0.40,0.41,0.11,0.06
67.20,0.45,0.01,0.28,0.26,0.09,0.06
82.21,0.60,0.01,0.26,0.26,0.10,0.09
97.36,0.73,0.01,0.36,0.36,0.07,0.07
112.93,0.82,0.00,0.39,0.36,0.09,0.11
128.92,0.83,-0.00,0.39,0.37,0.08,0.08
144.49,0.77,-0.01,0.37,0.37,0.07,0.08
160.77,0.63,-0.01,0.39,0.39,0.11,0.09
176.48,0.45,-0.01,0.36,0.37,0.12,0.09
192.19,0.35,-0.01,0.39,0.39,0.12,0.08
209.02,0.21,-0.01,0.40,0.39,0.13,0.08
226.28,0.03,-0.01,0.40,0.40,0.10,0.04
243.11,-0.17,-0.01,0.71,0.71,0.11,0.05
258.68,-0.34,-0.01,0.37,0.38,0.10,0.04
279.17,-0.44,0.00,0.39,0.41,0.09,0.03
297.54,-0.42,0.00,0.35,0.37,0.09,0.05
316.20,-0.36,0.01,0.33,0.35,0.07,0.05
335.14,-0.25,0.00,0.31,0.31,0.07,0.04
353.10,-0.16,0.00,0.35,0.35,0.07,0.09
368.95,-0.14,0.00,0.28,0.28,0.05,0.03
384.52,-0.11,0.00,0.31,0.33,0.05,0.01
401.22,-0.05,0.00,0.61,0.60,0.10,0.03
416.79,-0.07,-0.00,0.34,0.34,0.11,0.05
434.46,-0.10,-0.00,0.34,0.35,0.08,0.01
453.40,-0.14,0.00,0.25,0.26,0.08,0.02
469.54,-0.10,0.00,0.38,0.38,0.07,-0.01
485.25,-0.05,0.00,0.31,0.29,0.11,0.02
500.82,0.01,0.00,0.54,0.54,0.11,0.02
517.94,0.03,0.00,0.23,0.24,0.12,0.03
535.33,0.02,0.00,0.26,0.27,0.11,0.02
551.88,0.12,0.02,0.30,0.32,0.11,0.02
566.61,0.49,0.03,0.33,0.33,0.10,0.02
581.33,0.95,0.03,0.28,0.28,0.11,0.03
599.42,1.53,0.03,0.21,0.21,0.09,0.02
615.27,1.99,0.03,0.23,0.21,0.08,0.02
632.66,2.36,0.02,0.28,0.26,0.08,0.02
650.47,2.70,0.02,0.21,0.21,0.13,0.06
665.48,2.90,0.01,0.24,0.23,0.11,0.05
682.18,2.89,-0.01,0.28,0.26,0.09,0.04
699.01,2.59,-0.03,0.24,0.22,0.10,0.04
715.41,1.95,-0.05,0.28,0.23,0.12,0.04
731.37,1.01,-0.06,0.20,0.22,0.09,0.04
746.64,0.13,-0.05,0.23,0.25,0.11,0.05
762.19,-0.63,-0.05,0.22,0.22,0.09,0.04
777.05,-1.21,-0.03,0.22,0.23,0.08,0.05
792.76,-1.63,-0.02,0.20,0.21,0.08,0.07
808.75,-1.92,-0.02,0.22,0.20,0.08,0.06
824.32,-2.22,-0.02,0.25,0.25,0.09,0.08
839.75,-2.60,-0.02,0.17,0.19,0.06,0.06
855.46,-2.92,-0.02,0.20,0.22,0.07,0.07
870.32,-3.23,-0.02,0.16,0.16,0.05,0.06
885.75,-3.56,-0.02,0.22,0.22,0.05,0.06
901.18,-3.91,-0.02,0.20,0.20,0.05,0.06
917.17,-4.35,-0.03,0.22,0.22,0.05,0.06
933.29,-4.86,-0.03,0.22,0.22,0.05,0.04
949.55,-5.40,-0.03,0.24,0.24,0.03,0.04
965.54,-5.93,-0.03,0.18,0.19,0.04,0.07
980.68,-6.43,-0.03,0.22,0.22,0.05,0.07
996.25,-6.91,-0.03,0.20,0.20,0.04,0.06
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
