x, y, theta, left_speed, right_speed, left_bump, right_bump
15.01,-0.08,-0.00,0.14,0.14,0.32,0.17
30.02,-0.13,-0.00,0.20,0.22,0.25,0.11
47.00,-0.07,0.00,0.22,0.20,0.25,0.14
63.97,-0.01,0.01,0.28,0.28,0.25,0.17
79.68,0.07,-0.00,0.22,0.22,0.20,0.17
96.94,0.08,0.00,0.25,0.25,0.15,0.17
114.33,0.14,0.00,0.40,0.40,0.14,0.18
129.77,0.19,0.00,0.45,0.45,0.12,0.19
146.46,0.20,-0.01,0.29,0.28,0.11,0.19
163.43,0.06,-0.01,0.49,0.49,0.11,0.16
183.49,-0.19,-0.01,0.41,0.42,0.06,0.13
201.87,-0.45,-0.02,0.37,0.38,0.08,0.12
219.41,-0.67,-0.01,0.37,0.38,0.11,0.14
237.64,-0.90,-0.01,0.45,0.43,0.13,0.14
255.88,-1.15,-0.01,0.35,0.35,0.08,0.09
271.45,-1.33,-0.01,0.39,0.39,0.11,0.12
288.56,-1.50,-0.01,0.49,0.49,0.13,0.14
304.98,-1.62,-0.01,0.43,0.43,0.10,0.12
322.23,-1.70,-0.00,0.42,0.40,0.17,0.17
337.10,-1.76,-0.00,0.34,0.34,0.21,0.15
352.25,-1.82,-0.00,0.36,0.36,0.16,0.11
368.67,-1.85,0.00,0.42,0.44,0.19,0.11
385.36,-1.77,0.01,0.44,0.46,0.14,0.10
401.49,-1.56,0.01,0.31,0.32,0.17,0.12
418.46,-1.25,0.02,0.32,0.34,0.17,0.12
434.17,-0.90,0.02,0.28,0.28,0.17,0.11
449.46,-0.58,0.02,0.28,0.28,0.19,0.11
467.69,-0.21,0.02,0.41,0.41,0.17,0.11
482.70,0.08,0.02,0.45,0.45,0.16,0.10
499.96,0.35,0.02,0.33,0.33,0.15,0.10
516.23,0.62,0.01,0.31,0.30,0.19,0.11
532.78,0.78,0.01,0.22,0.22,0.20,0.10
547.51,0.74,-0.01,0.23,0.22,0.12,0.08
562.24,0.58,-0.01,0.26,0.28,0.16,0.10
579.78,0.41,-0.01,0.22,0.22,0.17,0.13
594.50,0.24,-0.01,0.37,0.34,0.16,0.10
611.34,0.04,-0.01,0.27,0.27,0.17,0.12
629.86,-0.13,-0.01,0.25,0.26,0.15,0.10
646.55,-0.31,-0.02,0.26,0.23,0.16,0.11
663.52,-0.65,-0.02,0.23,0.24,0.17,0.10
678.53,-0.91,-0.02,0.21,0.21,0.18,0.13
696.20,-1.14,-0.01,0.19,0.18,0.19,0.14
712.20,-1.24,-0.00,0.20,0.22,0.18,0.15
728.19,-1.29,-0.00,0.18,0.18,0.15,0.13
744.74,-1.35,-0.00,0.17,0.17,0.13,0.14
760.88,-1.41,-0.01,0.29,0.26,0.13,0.17
777.15,-1.53,-0.01,0.24,0.24,0.12,0.17
793.56,-1.64,-0.01,0.20,0.18,0.11,0.14
810.26,-1.88,-0.02,0.16,0.16,0.18,0.16
824.98,-2.14,-0.02,0.20,0.20,0.16,0.15
840.97,-2.46,-0.02,0.15,0.16,0.16,0.14
856.54,-2.85,-0.03,0.17,0.20,0.17,0.14
871.27,-3.15,-0.02,0.22,0.22,0.12,0.12
887.12,-3.38,-0.01,0.18,0.19,0.13,0.14
902.27,-3.63,-0.02,0.22,0.20,0.11,0.14
917.56,-3.87,-0.02,0.22,0.22,0.15,0.17
934.39,-4.19,-0.02,0.20,0.20,0.11,0.16
950.24,-4.60,-0.03,0.22,0.20,0.11,0.14
965.94,-5.02,-0.03,0.23,0.20,0.12,0.15
982.49,-5.60,-0.04,0.27,0.25,0.12,0.08
998.89,-6.24,-0.04,0.18,0.16,0.17,0.12
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
