x, y, theta, left_speed, right_speed, left_bump, right_bump
13.89,0.11,0.01,0.09,0.09,0.07,0.06
28.20,0.25,0.01,0.26,0.26,0.08,0.07
43.63,0.40,0.01,0.23,0.22,0.08,0.05
60.04,0.56,0.01,0.21,0.21,0.09,0.06
73.93,0.72,0.01,0.21,0.21,0.08,0.05
88.38,0.86,0.01,0.26,0.26,0.04,0.00
102.27,0.98,0.01,0.50,0.48,0.09,0.06
118.40,1.14,0.01,0.29,0.28,0.05,0.01
132.43,1.24,0.01,0.24,0.23,0.08,0.04
147.86,1.39,0.01,0.28,0.30,0.02,-0.00
163.57,1.67,0.03,0.24,0.26,0.06,0.00
179.41,2.21,0.04,0.35,0.38,0.07,0.02
195.81,2.91,0.05,0.31,0.31,0.06,0.01
209.41,3.49,0.04,0.34,0.34,0.09,0.04
224.82,4.12,0.04,0.45,0.43,0.07,0.01
238.98,4.70,0.04,0.40,0.43,0.06,0.00
253.14,5.27,0.04,0.29,0.28,0.07,0.01
267.29,5.88,0.05,0.24,0.24,0.07,0.01
283.41,6.60,0.04,0.31,0.29,-0.00,-0.01
299.67,7.22,0.04,0.33,0.30,0.04,-0.00
317.20,7.82,0.03,0.24,0.24,0.08,0.01
333.61,8.32,0.03,0.38,0.38,0.06,0.00
347.21,8.71,0.03,0.40,0.40,0.06,0.00
360.95,9.15,0.03,0.42,0.40,0.08,0.00
374.97,9.62,0.03,0.29,0.28,0.06,0.00
390.11,10.12,0.03,0.28,0.28,0.07,0.01
405.26,10.63,0.03,0.28,0.26,0.08,0.01
420.54,11.16,0.04,0.43,0.44,0.07,0.02
436.24,11.69,0.04,0.45,0.45,0.05,0.02
451.80,12.27,0.04,0.26,0.26,0.05,0.02
466.94,12.86,0.04,0.43,0.43,0.06,0.03
482.64,13.49,0.04,0.48,0.45,0.06,0.03
498.20,14.08,0.04,0.45,0.45,0.03,0.02
512.92,14.61,0.04,0.28,0.30,0.06,0.05
528.06,15.20,0.04,0.45,0.45,0.06,0.05
543.48,15.80,0.04,0.45,0.47,0.05,0.04
559.75,16.42,0.04,0.31,0.33,0.07,0.05
575.16,17.08,0.05,0.34,0.32,0.05,0.06
590.86,17.77,0.05,0.32,0.31,0.05,0.05
606.14,18.42,0.04,0.34,0.32,0.05,0.06
622.67,19.17,0.05,0.39,0.37,0.03,0.05
638.51,19.92,0.05,0.36,0.39,0.05,0.06
654.06,20.67,0.05,0.68,0.68,0.05,0.08
668.07,21.37,0.05,0.34,0.35,0.05,0.06
684.19,22.15,0.05,0.48,0.50,0.05,0.05
700.45,22.88,0.05,0.46,0.46,0.03,0.04
717.13,23.60,0.04,0.48,0.48,0.01,0.03
733.24,24.29,0.05,0.28,0.30,0.01,0.00
748.52,24.95,0.04,0.43,0.43,0.01,0.01
762.54,25.50,0.04,0.24,0.22,0.01,0.02
778.24,26.09,0.04,0.35,0.35,0.03,0.04
792.54,26.55,0.03,0.31,0.29,0.05,0.06
807.55,26.94,0.03,0.30,0.29,0.05,0.07
822.69,27.33,0.03,0.32,0.31,0.05,0.03
838.40,27.73,0.03,0.66,0.66,0.05,0.04
853.83,28.13,0.03,0.36,0.36,0.04,0.03
867.57,28.51,0.03,0.51,0.50,0.04,0.04
882.86,28.89,0.02,0.30,0.30,0.06,0.06
898.99,29.26,0.02,0.48,0.48,0.02,0.02
916.52,29.56,0.02,0.36,0.35,0.03,0.01
931.81,29.84,0.02,0.51,0.52,0.03,0.04
946.40,30.11,0.02,0.31,0.31,0.02,0.03
961.26,30.38,0.02,0.28,0.28,0.03,0.04
975.43,30.68,0.02,0.29,0.29,0.03,0.04
989.74,31.00,0.02,0.28,0.27,0.03,0.04
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
