x, y, theta, left_speed, right_speed, left_bump, right_bump
14.87,0.20,0.02,0.09,0.10,0.16,0.09
29.88,0.51,0.02,0.20,0.20,0.18,0.12
43.90,0.76,0.02,0.18,0.18,0.15,0.10
59.33,1.05,0.02,0.25,0.27,0.12,0.08
73.92,1.34,0.02,0.51,0.48,0.11,0.07
88.79,1.58,0.02,0.24,0.24,0.12,0.07
103.66,1.84,0.02,0.33,0.35,0.14,0.09
119.36,2.27,0.03,0.31,0.31,0.12,0.10
135.49,2.69,0.03,0.33,0.31,0.09,0.08
149.09,3.03,0.02,0.34,0.31,0.08,0.08
163.40,3.36,0.02,0.61,0.61,0.09,0.08
177.57,3.67,0.02,0.34,0.36,0.11,0.10
192.43,3.97,0.02,0.36,0.34,0.10,0.08
207.02,4.24,0.02,0.34,0.34,0.08,0.07
221.19,4.52,0.02,0.34,0.36,0.08,0.09
235.77,4.88,0.02,0.34,0.34,0.06,0.07
250.64,5.21,0.02,0.61,0.61,0.06,0.09
265.09,5.56,0.03,0.34,0.36,0.06,0.07
280.09,5.95,0.02,0.36,0.36,0.08,0.06
295.10,6.26,0.02,0.38,0.34,0.11,0.10
309.41,6.54,0.02,0.34,0.34,0.08,0.07
324.13,6.79,0.02,0.63,0.63,0.06,0.07
337.74,6.99,0.01,0.31,0.31,0.02,0.03
354.71,7.25,0.02,0.25,0.27,0.10,0.13
368.88,7.46,0.01,0.33,0.33,0.07,0.10
383.05,7.61,0.01,0.33,0.33,0.06,0.09
397.50,7.74,0.01,0.34,0.35,0.06,0.10
414.47,7.83,0.00,0.36,0.34,0.05,0.07
429.48,7.88,0.00,0.39,0.39,0.08,0.09
444.92,7.88,0.00,0.34,0.34,0.05,0.07
460.07,7.85,0.00,0.34,0.36,0.05,0.08
474.52,7.83,-0.00,0.34,0.34,0.07,0.06
489.67,7.74,-0.01,0.36,0.36,0.05,0.06
504.68,7.60,-0.01,0.36,0.34,0.08,0.09
519.27,7.50,-0.01,0.32,0.32,0.12,0.15
534.28,7.43,-0.00,0.34,0.36,0.11,0.09
548.73,7.38,-0.00,0.33,0.34,0.08,0.07
562.62,7.41,0.00,0.31,0.31,0.13,0.11
577.35,7.43,-0.00,0.34,0.36,0.12,0.10
591.80,7.44,0.00,0.34,0.34,0.10,0.08
605.97,7.48,0.01,0.31,0.32,0.10,0.09
620.98,7.59,0.01,0.36,0.34,0.12,0.12
637.53,7.78,0.02,0.47,0.48,0.10,0.11
652.68,8.04,0.02,0.31,0.31,0.09,0.07
668.25,8.31,0.02,0.43,0.43,0.09,0.07
683.54,8.64,0.02,0.41,0.41,0.09,0.07
698.40,8.97,0.02,0.31,0.31,0.10,0.11
712.85,9.31,0.03,0.40,0.40,0.03,0.04
729.26,9.77,0.03,0.23,0.23,0.08,0.10
743.84,10.20,0.03,0.42,0.42,0.08,0.15
757.58,10.61,0.03,0.24,0.24,0.07,0.12
771.32,11.03,0.03,0.25,0.24,0.06,0.11
785.35,11.44,0.03,0.40,0.40,0.05,0.14
799.65,11.84,0.03,0.40,0.42,0.03,0.11
813.67,12.21,0.02,0.41,0.40,0.03,0.13
827.56,12.56,0.03,0.38,0.38,0.02,0.11
841.72,12.93,0.03,0.40,0.43,0.02,0.13
856.31,13.39,0.03,0.43,0.43,0.02,0.15
870.75,13.82,0.03,0.41,0.40,0.02,0.14
885.62,14.16,0.02,0.28,0.26,0.03,0.12
901.05,14.39,0.01,0.45,0.45,0.07,0.12
916.20,14.56,0.01,0.28,0.30,0.11,0.16
930.64,14.77,0.02,0.42,0.42,0.03,0.05
947.20,15.07,0.02,0.25,0.25,0.08,0.13
963.60,15.46,0.03,0.31,0.31,0.06,0.12
977.91,15.86,0.03,0.61,0.60,0.08,0.13
992.77,16.26,0.03,0.63,0.62,0.11,0.18
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
