x, y, theta, left_speed, right_speed, left_bump, right_bump
14.87,0.11,0.01,0.14,0.14,0.16,0.13
29.74,0.20,0.01,0.20,0.20,0.16,0.11
43.63,0.25,0.00,0.18,0.18,0.11,0.10
58.64,0.34,0.01,0.25,0.25,0.10,0.11
73.09,0.46,0.01,0.29,0.29,0.11,0.14
88.24,0.60,0.01,0.24,0.24,0.11,0.14
103.95,0.72,0.00,0.35,0.35,0.11,0.10
120.36,0.76,0.00,0.31,0.31,0.10,0.11
136.64,0.75,0.00,0.31,0.34,0.10,0.11
150.53,0.71,-0.00,0.61,0.58,0.04,0.07
164.70,0.64,-0.01,0.61,0.61,0.08,0.09
178.86,0.54,-0.01,0.36,0.34,0.08,0.11
193.45,0.41,-0.01,0.34,0.34,0.06,0.09
208.04,0.30,-0.01,0.36,0.36,0.04,0.08
222.21,0.18,-0.01,0.34,0.36,0.05,0.09
238.63,0.05,-0.01,0.29,0.29,0.05,0.09
253.50,-0.11,-0.01,0.36,0.34,0.03,0.09
268.23,-0.25,-0.01,0.36,0.36,0.04,0.10
283.66,-0.46,-0.02,0.37,0.34,0.05,0.12
299.22,-0.76,-0.02,0.36,0.37,0.05,0.09
314.79,-1.05,-0.03,0.28,0.27,0.03,0.07
331.20,-1.50,-0.03,0.30,0.29,0.07,0.08
345.36,-1.96,-0.03,0.41,0.40,0.10,0.12
361.35,-2.53,-0.04,0.32,0.34,0.06,0.05
376.91,-3.16,-0.04,0.32,0.32,0.10,0.10
392.18,-3.80,-0.05,0.35,0.34,0.08,0.07
407.32,-4.47,-0.05,0.31,0.29,0.08,0.07
421.19,-5.13,-0.05,0.29,0.29,0.06,0.08
435.06,-5.85,-0.05,0.29,0.28,0.10,0.10
449.21,-6.61,-0.05,0.48,0.48,0.08,0.09
463.08,-7.35,-0.05,0.29,0.29,0.08,0.07
476.81,-8.04,-0.05,0.29,0.29,0.08,0.09
490.54,-8.75,-0.05,0.29,0.29,0.10,0.10
504.83,-9.49,-0.05,0.27,0.27,0.07,0.14
518.98,-10.24,-0.05,0.30,0.29,0.08,0.11
532.99,-11.05,-0.06,0.31,0.29,0.10,0.10
547.55,-11.96,-0.06,0.29,0.29,0.06,0.07
562.53,-12.90,-0.06,0.34,0.34,0.11,0.10
576.67,-13.84,-0.07,0.34,0.34,0.10,0.09
592.48,-14.91,-0.06,0.34,0.34,0.10,0.09
607.18,-15.87,-0.07,0.27,0.26,0.10,0.08
623.28,-16.95,-0.06,0.43,0.43,0.10,0.17
638.54,-17.92,-0.06,0.43,0.43,0.08,0.09
653.24,-18.84,-0.06,0.31,0.32,0.09,0.07
668.22,-19.78,-0.06,0.37,0.39,0.13,0.12
683.35,-20.70,-0.06,0.37,0.37,0.10,0.09
699.73,-21.72,-0.06,0.32,0.31,0.12,0.12
714.85,-22.68,-0.06,0.29,0.27,0.11,0.10
730.39,-23.71,-0.07,0.36,0.36,0.10,0.10
747.18,-24.85,-0.07,0.34,0.34,0.09,0.10
762.58,-25.88,-0.07,0.37,0.36,0.10,0.11
777.70,-26.91,-0.07,0.36,0.34,0.06,0.07
792.39,-27.89,-0.06,0.25,0.26,0.09,0.11
807.51,-28.87,-0.06,0.36,0.36,0.07,0.09
822.77,-29.87,-0.07,0.37,0.36,0.09,0.11
837.89,-30.91,-0.07,0.34,0.33,0.08,0.11
852.86,-31.96,-0.07,0.36,0.36,0.04,0.08
867.42,-33.01,-0.07,0.34,0.36,0.07,0.10
881.55,-34.04,-0.07,0.31,0.31,0.05,0.10
896.51,-35.18,-0.08,0.34,0.34,0.05,0.09
912.60,-36.47,-0.08,0.47,0.47,0.11,0.15
926.86,-37.62,-0.08,0.27,0.27,0.12,0.15
941.54,-38.81,-0.08,0.40,0.39,0.11,0.13
956.36,-40.04,-0.08,0.40,0.41,0.12,0.12
971.04,-41.25,-0.08,0.41,0.41,0.12,0.15
985.58,-42.44,-0.08,0.38,0.39,0.08,0.10
1000.27,-43.61,-0.08,0.28,0.29,0.10,0.13
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
