x, y, theta, left_speed, right_speed, left_bump, right_bump
14.44,0.58,0.04,0.14,0.14,0.07,0.08
28.73,1.17,0.04,0.17,0.17,0.07,0.08
43.17,1.76,0.04,0.25,0.22,0.06,0.05
59.44,2.29,0.03,0.21,0.21,0.07,0.06
73.88,2.65,0.02,0.35,0.35,0.08,0.05
88.75,2.99,0.02,0.30,0.28,0.07,0.02
105.16,3.24,0.01,0.31,0.28,0.07,0.02
121.71,3.32,0.01,0.31,0.34,0.07,0.01
135.46,3.41,0.01,0.34,0.34,0.07,0.02
149.77,3.50,0.01,0.22,0.22,0.07,0.03
164.64,3.60,0.01,0.36,0.34,0.07,0.01
179.09,3.66,0.00,0.34,0.36,0.07,0.01
193.82,3.70,0.01,0.34,0.36,0.07,0.04
208.55,3.81,0.01,0.34,0.34,0.04,0.00
223.14,3.92,0.01,0.59,0.61,0.07,0.03
238.15,4.08,0.01,0.34,0.36,0.05,0.01
253.44,4.24,0.01,0.36,0.36,0.06,0.01
268.31,4.38,0.01,0.36,0.36,0.04,0.00
283.46,4.53,0.01,0.36,0.36,0.05,-0.01
299.03,4.72,0.01,0.37,0.36,0.05,0.01
313.76,4.92,0.02,0.34,0.36,0.05,0.01
328.77,5.18,0.02,0.34,0.36,0.05,0.02
344.20,5.49,0.02,0.39,0.36,0.02,0.01
359.35,5.79,0.02,0.36,0.36,0.05,0.02
375.76,6.12,0.02,0.34,0.36,0.03,0.05
390.77,6.44,0.02,0.26,0.26,0.02,0.05
405.77,6.75,0.02,0.24,0.25,0.04,0.07
419.38,7.09,0.03,0.33,0.34,0.02,0.06
435.08,7.48,0.03,0.26,0.28,0.00,0.04
449.81,7.84,0.02,0.29,0.28,0.01,0.07
464.96,8.14,0.02,0.28,0.26,-0.00,0.03
480.25,8.36,0.01,0.26,0.26,0.01,0.04
494.70,8.52,0.01,0.29,0.28,0.02,0.05
510.27,8.67,0.01,0.28,0.28,0.02,0.06
526.68,8.81,0.01,0.37,0.37,0.03,0.08
542.11,8.96,0.01,0.39,0.39,0.01,0.06
556.28,9.09,0.01,0.31,0.31,-0.00,0.06
572.27,9.20,0.01,0.45,0.45,-0.00,0.04
590.09,9.27,0.00,0.32,0.32,0.01,0.05
606.64,9.31,0.00,0.30,0.29,0.01,0.07
623.48,9.36,0.00,0.31,0.31,0.00,0.07
639.75,9.42,0.00,0.30,0.30,0.01,0.04
655.60,9.47,0.00,0.30,0.30,0.00,0.04
671.60,9.48,0.00,0.32,0.32,-0.01,0.03
686.89,9.44,-0.00,0.30,0.30,0.01,0.04
703.30,9.39,-0.01,0.34,0.34,0.01,0.06
718.03,9.31,-0.00,0.41,0.39,0.01,0.04
732.90,9.25,-0.00,0.28,0.28,0.01,0.05
748.19,9.20,-0.01,0.28,0.28,0.01,0.04
764.05,9.09,-0.01,0.28,0.28,0.00,0.04
780.04,8.93,-0.01,0.30,0.32,0.01,0.05
794.07,8.83,-0.00,0.24,0.24,-0.00,-0.03
809.22,8.80,0.00,0.28,0.30,0.00,0.04
823.25,8.88,0.00,0.28,0.28,0.01,0.02
837.84,8.92,0.00,0.26,0.26,0.01,0.04
852.29,8.93,0.00,0.26,0.26,0.01,0.04
866.60,8.90,-0.01,0.28,0.28,0.01,0.02
881.33,8.83,-0.00,0.26,0.28,-0.00,0.05
897.46,8.79,0.01,0.35,0.38,0.01,0.03
911.21,8.89,0.01,0.27,0.27,0.01,0.07
925.10,9.00,0.01,0.26,0.24,0.01,0.09
939.83,9.15,0.01,0.43,0.43,-0.00,0.06
954.41,9.36,0.01,0.28,0.28,0.01,0.05
969.00,9.53,0.01,0.40,0.42,-0.00,-0.01
984.71,9.81,0.03,0.23,0.25,-0.00,-0.01
1000.56,10.33,0.04,0.55,0.55,0.01,0.04
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
